Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.7826700806617737	12.35				0	0	-2.6472	46.00
NYSE:AIV	0.7660901546478271	2.81	2026-06-04	0		-5.7056118301116525	-3.896921017982822	3.8511	7.00
NASDAQ:VISN	0.7397408485412598	11.44	2026-08-28	0		0	0	-0.1379	14.67
NYSE:AD	0.7330152988433838	38.34	2026-06-11	0	GTC: delete	0	0	7.8478	46.34
NYSE:DD	0.6616619825363159	151.88	2026-08-31	0.7575	Buy 75 at $146.20 ~= $10,965	0	0	-0.6516	169.88
NYSE:SITC	0.5726964473724365	3.30	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:NAT	0.4957275092601776	6.73	2026-06-10	0.155	Buy 1681 at $6.53 ~= $10,977	8.923381486864505	11.49986115469683	0.2565	6.00
NYSE:BDN	0.4216652810573578	3.39	2026-07-08	0.08		-8.272740649960612	1.7983476953992001	-0.8302	3.00
NYSE:BXMT	0.39145657420158386	14.69	2026-06-30	0.47		-56.831082387613485	-57.71168780243614	0.0916	18.86
NYSE:CHCT	0.3914136290550232	16.29	2026-08-19	0.44075		0	0	0.6497	18.25
NASDAQ:XRX	0.36955374479293823	3.38	2026-09-30	0.025		-39.561269451186526	9.162988189590449	-7.0480	3.23
NYSE:ELME	0.36279451847076416	1.68				0	0	-1.7349	18.00
NASDAQ:IEP	0.341630220413208	7.89	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:SAR	0.3395645022392273	20.55	2026-09-03	0.75		87.46937365700875	2954.723659015529	1.0420	21.20
NASDAQ:REFI	0.3236270546913147	10.56	2026-06-30	0.47		12.511880899087307	30.960694718979425	1.2136	16.38
NASDAQ:OXSQ	0.31362205743789673	1.55	2026-08-17	0.105		0	0	-0.3857	1.75
NYSE:FLNG	0.30049028992652893	31.75	2026-05-29	0.75		15.794819986676496	29.61962834483507	1.3976	25.88
NYSE:PINE	0.2944587767124176	20.56	2026-09-10	0.2925		0.13110429548107783	13.093276351664564	0.3037	21.73
NYSE:KREF	0.29093992710113525	8.03	2026-06-30	0.2125		-63.49766808922062	-60.77675285948959	-2.8765	7.75
NYSE:BCH	0.28075718879699707	43.69			ADR	-77807.52311397794	-77806.92584652049	792.0882	39.30
NASDAQ:SEVN	0.2619307339191437	7.95	2026-07-20	0.28		-2.4520306080002983	-3.1229796649297157	0.5183	9.55
NASDAQ:SIGA	0.2613852620124817	3.26				0	0	-0.2122	17.53
