ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:NLOP,10.945,34.24,11.5,11.93,1414650.45
NASDAQ:VISN,9.47,20.55,11.7,12.49,113727765.89
NYSE:AIV,2.59,8.25,2.59,2.67,2131373.65
NYSE:AD,33.71,79.165,34.85,35.44,5387900.78
NYSE:NAT,2.78,6.73,6.17,6.26,19109475.12
NYSE:SITC,2.89,12.39,2.96,3.17,3617626.03
NYSE:DD,33.335,149.42,144.49,142.93,320272119.83
NASDAQ:OXSQ,1.05,2.42,1.44,1.5,2821987.42
NYSE:KREF,5.25,9.982999999999999,7.57,7.15,6786366.42
NYSE:UAN,84.13,139.5,120.17,126.09,7565180.59
NASDAQ:XRX,1.19,4.42,3.22,3.23,19962841.24
NASDAQ:IEP,7.08,9.52,7.58,7.73,8516407.39
NYSE:PINE,13.1,21.99,19.61,20.04,2979671.04
NYSE:SAR,17.34,25.64,19.58,19.77,2616536.78
NYSE:ELME,1.26,17.68,1.62,1.62,878671.16
NYSE:FRO,18.26,43.1,38.14,38.97,74391816.50
NYSE:BRSP,4.85,6.165,4.95,4.98,8513458.18
NYSE:NTST,17.02,22.47,19.89,21.08,23682533.72
NYSE:BDN,2.47,4.625,3.1,3.17,7511568.47
NYSE:ARR,13.98,19.31,16.67,16.43,54563933.81
NASDAQ:SEVN,7.365,11.15,7.58,7.65,1334286.78
NYSE:FLO,6.8,16.85,7.16,7.33,40407125.32
NYSE:BXMT,13.73,20.665,14.64,14.42,51512364.17
NYSE:TEO,6.43,16.3399,13.5,13.68,3327751.45
NYSE:BXP,49.72,79.33,67.49,70.67,111060181.62
NASDAQ:REFI,9.69,14.57,10.23,10.0,1724578.89
NASDAQ:PSEC,2.1098,3.125,2.28,2.26,9539453.66
NYSE:LDI,0.8405,5.05,0.8526,1.05,3557411.46
NYSE:TWO,8.78,14.17,11.99,12.07,62659604.24
NASDAQ:FIBK,28.64,40.6,38.02,38.4,42454516.09
NYSE:FLNG,24.0,33.4,29.15,30.51,8174324.46
NYSE:GNL,7.39,10.035,9.06,8.57,28905769.29
NASDAQ:SIGA,2.86,9.62,2.88,3.24,1940717.31
NYSE:NWG,13.56,19.42,19.05,19.12,80302125.15
NYSE:DHT,10.695,20.55,18.2,18.14,54992466.25
NYSE:BWMX,12.335,19.79,16.3,17.11,1537368.66
NASDAQ:ARCC,17.4,22.76,19.97,19.65,92405796.24
NYSE:AMBP,3.29,5.4299,5.05,4.95,10572447.69
NASDAQ:TCPC,3.08,7.28,3.9,3.52,3746881.83
NYSE:CHCT,13.23,19.165,15.07,17.71,7154542.45
NYSE:TK,7.34,14.38,11.3,11.23,5587801.65
NYSE:EARN,4.25,5.89,4.36,4.31,2052388.00
NASDAQ:DMLP,20.85,28.95,27.18,25.48,5933524.02
NYSE:FSK,9.72,18.25,12.25,11.47,34768905.66
NYSE:ORI,36.65,46.76,42.43,43.42,52088963.46
NASDAQ:TFSL,12.535,19.49,17.24,18.61,23064240.72
NYSE:CIM,11.46,14.88,11.9,12.66,11354159.93
NYSE:HR,16.23,22.04,19.15,20.27,83752686.98
NYSE:WIT,1.75,3.09,1.97,2.05,11952291.92
NYSE:PMT,9.045,13.81,9.45,9.53,13383186.81
NYSE:TU,9.2,16.72,9.64,9.53,129101110.95
NYSE:MSDL,13.66,18.17,15.35,15.2,7585863.57
NASDAQ:CFFN,5.825,9.26,8.81,9.19,8607092.17
NYSE:BP,32.72,48.27,43.16,42.44,376390654.26
NYSE:WFG,57.34,76.99,71.51,70.03,18131440.99
NASDAQ:SPOK,9.95,18.79,11.44,11.21,1917943.93
NYSE:BAP,230.4529,413.245,377.0,392.12,102888613.50
NASDAQ:CCAP,10.64,16.035,11.44,11.59,2242329.25
