Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:AIV	0.7738205194473267	2.80	2026-06-04	0		-5.698565835104901	-3.882166369586865	3.8511	7.00
NYSE:ELME	0.7730225324630737	1.72				0	0	-1.7349	18.00
NYSE:NLOP	0.7726308107376099	12.50				0	0	-2.6472	46.00
NYSE:AD	0.7678266763687134	36.91	2026-06-11	0	GTC: delete	20.425334576083763	55.397225362454094	8.4279	46.34
NASDAQ:VISN	0.7575554847717285	13.09				45.867561660984535	67.30980121344223	0.0027	17.33
NYSE:DD	0.6817179918289185	153.78	2026-08-31	0.915		0	0	-0.6518	169.50
NYSE:SITC	0.5848855972290039	3.42	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:NAT	0.5556761622428894	6.55	2026-06-10	0.155	Buy 1712 at $6.34 ~= $10,854	8.621294681240832	11.21185160759851	0.2565	6.00
NASDAQ:TASK	0.529739260673523	6.82				0	0	2.3371	9.50
NYSE:KREF	0.5121870040893555	7.51	2026-06-30	0.2125		-63.913089786834796	-61.163083850487325	-2.8765	7.17
NASDAQ:IEP	0.4660743772983551	7.77	2026-05-18	0.5	Buy 1440 at $7.54 ~= $10,858; Withholding Tax: 10%	0	0	-0.2411	12.00
NYSE:BAP	0.44632506370544434	412.76	2026-05-18	12.5	Buy 27 at $400.97 ~= $10,826	356.050038124227	280.13663267058587	40.0433	404.50
NASDAQ:XRX	0.4403514564037323	3.32	2026-06-30	0.025	Buy 1280 at $3.23 ~= $4,134	-39.46715581094696	9.779414515623241	-7.0480	3.23
NYSE:SAR	0.410133421421051	20.08	2026-09-03	0.75		86.37922980134691	2930.026436841092	1.0274	21.20
NASDAQ:TCPC	0.3908131718635559	3.66	2026-06-16	0.23		20.28931343360866	19.98640931648579	-1.5033	4.17
NYSE:BGS	0.37571436166763306	3.66	2026-09-30	0.19		-8.936600738820262	7.982089023089758	-0.9442	4.80
NASDAQ:CGBD	0.3746485114097595	10.83	2026-06-30	0.4		86.20007714718757	86.68055080982806	0.7439	12.29
NYSE:BXMT	0.3671855032444	14.74	2026-06-30	0.47		-56.912546553601516	-57.797527718712566	0.0916	19.19
NYSE:FSK	0.364457905292511	11.79	2026-06-17	0.5925		53.0038766903164	48.47434377503707	-1.9638	11.50
NASDAQ:SIGA	0.364347904920578	3.33				23.19627543316857	23.271178763652117	0.2825	17.53
NYSE:PINE	0.3572581112384796	20.75	2026-09-10	0.2925		-1.1110447379821131	12.783710090607967	0.3239	21.73
NASDAQ:REFI	0.350414514541626	10.29	2026-06-30	0.47		12.633113837639653	34.62225663013452	1.4455	16.38
NASDAQ:SEVN	0.33615779876708984	7.95	2026-07-20	0.28		-2.3699294607733843	-3.045526002515595	0.5183	9.55
NYSE:ARR	0.3206462264060974	17.07	2026-08-17	0.72		-59.74968809258714	-59.32195285956154	3.0443	18.38
NYSE:NTST	0.303140252828598	21.72	2026-09-01	0.2175		17.18898058062181	30.652957661828978	0.1430	23.18
NASDAQ:STNE	0.3028731942176819	11.74				121.31894268367698	134.3574469928087	2.8610	15.84
NYSE:UAN	0.302097350358963	131.93	2026-08-10	3.6175	Withholding Tax: 10%	240.53076815238234	322.0248325908787	15.1589	9.50
NASDAQ:TFSL	0.29897135496139526	19.13	2026-06-10	0.2825		0	0	0.3639	19.00
NYSE:BWMX	0.2936869263648987	17.94	2026-08-06	2.69		42.99435627654052	49.49115301846698	1.7140	29.43
NYSE:LDI	0.29149767756462097	1.18				0	0	-0.2799	1.38
NYSE:TEN	0.29023927450180054	40.48	2026-07-23	0		90.53209666708594	101.93507588812786	7.0378	46.00
NYSE:MNR	0.2746292054653168	13.77	2026-05-21	0.455	Withholding Tax: 10%	20.441094177432436	41.33522826776683	1.4091	18.00
NASDAQ:ADAM	0.2673325836658478	9.79	2026-06-23	0.24		-107.38727354683029	-104.2903738613433	2.1181	11.96
NYSE:IIPR	0.266696035861969	61.96	2026-06-30	1.9		0	0	3.2403	63.25
NYSE:PNNT	0.26293647289276123	3.64	2026-08-14	0.24	GTC: $7.27	-12282.246401952581	-12274.335457246136	0.2115	4.75
NYSE:BDN	0.25606679916381836	3.29	2026-07-08	0.08		-8.153046600735335	1.9053417278096894	-0.8230	3.00
NYSE:DX	0.2531008720397949	13.15	2026-07-23	0.51		0	0	1.7576	14.75
NYSE:BXP	0.2513222098350525	72.38	2026-06-30	0.7		0	0	1.8618	74.20
NYSE:OLP	0.25046151876449585	25.08	2026-06-25	0.45		0	0	0.7338	26.50
NYSE:PFLT	0.24788746237754822	7.41	2026-08-14	0.3075		7.485834763231158	12.587802682523877	0.6246	10.08
NASDAQ:DMLP	0.2449132800102234	26.31	2026-08-03	0.63525	Withholding Tax: 10%	47.25886450077857	62.393870093628415	1.4267	
NYSE:MFA	0.23547758162021637	9.34	2026-06-30	0.36	GTC: $18.67	0	0	0.9985	14.00
NYSE:BRSP	0.23298496007919312	5.14	2026-06-30	0.16		-8.67046559353833	-6.040312820207473	-0.2123	6.38
NYSE:GNL	0.22302722930908203	8.86	2026-07-13	0.19		0	0	-0.0806	10.17
NYSE:MITT	0.22176328301429749	7.26	2026-06-30	0.2225		-204.70499577189474	-192.60561703978598	1.0574	9.25
NYSE:AMBP	0.22054798901081085	5.24	2026-09-10	0.1		8.532158252544455	16.35084189868631	0.0686	5.15
NASDAQ:MFIC	0.2189929336309433	9.93	2026-06-09	0.3625		49.37354343203927	49.30295927507587	0.0725	11.06
NYSE:FRO	0.21579784154891968	40.13	2026-06-12	0.7825		39.5606295317147	62.15968954894245	4.0648	44.25
NYSE:MSDL	0.21429617702960968	15.72	2026-06-30	0.4875		51.36233655826021	70.66141812387916	1.0371	15.68
NYSE:GRNT	0.21298053860664368	4.88	2026-05-29	0.11		4.215957595245459	15.835514580078847	-0.2463	7.60
NYSE:CHT	0.21058815717697144	43.08	2026-07-09	1.3	ADR	58.32943789282957	86.42884217597525	13.2435	48.08
