ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:VISN,9.47,20.55,12.49,11.82,62793048.68
NYSE:DD,33.335,144.845,142.93,140.77,292347100.24
NYSE:AD,33.71,79.165,35.44,35.0,5025995.35
NASDAQ:TASK,4.465,18.39,6.54,6.2,7212495.02
NYSE:NLOP,10.945,34.305,11.93,12.05,1773782.35
NYSE:AIV,2.59,8.82,2.67,2.61,1964628.70
NYSE:SITC,2.89,12.39,3.17,4.47,2960683.28
NYSE:ELME,1.26,17.68,1.62,1.6,1701234.85
NYSE:KREF,5.25,9.982999999999999,7.15,7.33,10775592.80
NYSE:NAT,2.75,6.73,6.26,6.39,22190190.99
NASDAQ:TCPC,3.08,7.28,3.52,3.26,1814323.21
NYSE:SAR,17.34,25.64,19.77,19.28,2812583.52
NASDAQ:MFIC,9.34,13.34,9.7,9.85,4433901.71
NYSE:GNL,6.77,10.035,8.57,8.82,15792824.94
NYSE:UAN,84.13,139.5,126.09,121.78,4657104.52
NYSE:LDI,0.9265,5.05,1.05,1.03,2979323.32
NASDAQ:TRIN,14.13,18.245,18.16,17.7,16011107.87
NYSE:CIM,11.67,14.88,12.66,12.69,7933640.39
NASDAQ:DMLP,20.85,28.95,25.48,27.02,9915997.42
NASDAQ:SEVN,7.365,11.15,7.65,8.04,1495685.48
NYSE:KRP,11.31,15.8,14.6,14.49,9797103.08
NYSE:CHCT,13.23,19.165,17.71,19.02,4199914.61
NYSE:ENIC,3.2,4.74,4.5,4.37,2541577.93
NYSE:MFA,8.78,10.565,9.09,9.2,13776380.85
NASDAQ:XRX,1.19,4.6,3.23,2.75,19009474.66
NYSE:TU,9.2,16.72,9.53,10.69,113761870.19
NYSE:BXMT,14.11,20.665,14.42,16.64,40067557.96
NYSE:TWO,8.78,14.17,12.07,12.1,49764561.69
NYSE:OHI,39.25,52.39,48.74,51.64,106270129.19
NYSE:BIP,29.63,44.035,39.91,41.93,64217803.94
NASDAQ:CGBD,9.945,14.035,10.49,10.34,5964186.24
NYSE:NLY,20.0,24.52,22.75,23.2,200650533.80
NYSE:SLG,34.77,66.29,55.81,53.05,65116845.59
NYSE:FSK,9.72,20.4867,11.47,10.99,27264134.33
NYSE:KOF,80.225,116.36,108.48,108.73,16143634.48
NYSE:BWLP,11.72,22.921999999999997,21.42,21.45,6282116.58
NASDAQ:PSEC,2.1098,3.125,2.26,2.23,10543730.68
NYSE:PNNT,3.19,7.53,3.52,3.38,1788722.62
NYSE:BGS,3.5,6.3799,3.56,3.66,7372690.12
NYSE:DOC,15.7,22.949,21.62,22.82,136833312.48
NYSE:EARN,4.27,5.89,4.31,4.45,2086372.42
NYSE:DHT,10.695,20.55,18.14,18.59,44948184.28
NYSE:TDS,32.94,49.12,35.73,34.0,31894783.60
NASDAQ:REFI,9.69,14.57,10.0,10.09,1542945.91
NYSE:NTST,17.02,22.47,21.08,21.94,29057042.69
NYSE:BBDC,7.9601,9.92,8.57,8.45,4082107.01
NASDAQ:AGNC,9.31,12.19,10.64,11.07,252086111.95
NYSE:MNR,10.46,15.15,13.36,13.27,2967420.07
NYSE:DX,11.825,14.9305,12.76,12.91,75453189.00
NYSE:UWMC,1.715,7.14,1.95,1.86,28652868.04
NYSE:ARI,6.43,11.24,6.79,6.73,24153568.29
NYSE:FRO,18.26,43.1,38.97,38.78,68527103.50
NYSE:BRSL,9.9,18.565,11.3,10.47,21198045.25
NASDAQ:PAGP,16.685,26.775,25.45,26.27,44807451.96
NASDAQ:OCSL,10.63,14.31,12.13,12.0,4756350.58
NYSE:ORC,6.35,8.4,6.38,6.57,40838036.93
NYSE:ACRE,4.05,5.89,4.63,4.62,2401720.24
NASDAQ:RWAY,5.19,11.2,5.79,5.52,2175093.69
NYSE:ECVT,7.41,15.085,12.11,12.32,13364544.88
NYSE:TTE,57.48,94.17,85.19,84.18,144833155.79
NYSE:HAFN,5.17,9.535,7.45,7.54,7790128.05
NASDAQ:CCAP,10.64,16.035,11.59,11.18,2515908.13
NASDAQ:OXSQ,1.05,2.42,1.5,1.4,2003573.38
NYSE:BSM,11.78,15.49,14.78,14.79,5109902.74
NYSE:BXP,49.72,79.33,70.67,69.96,130717440.96
NYSE:TRTX,7.565,9.85,8.0,8.54,7163489.34
NYSE:PMT,9.045,13.81,9.53,9.79,14582523.25
NYSE:BCE,20.87,26.52,22.0,21.81,89546028.09
NYSE:GSBD,8.355,11.62,8.95,8.88,7198273.90
NYSE:RWT,4.19,6.97,4.69,4.67,10737312.40
NYSE:ASR,259.01,381.52,276.31,271.18,19475104.87
NYSE:BWMX,12.335,19.79,17.11,17.26,2067586.19
NYSE:LEVI,17.72,25.7,24.5,25.46,51792231.73
NYSE:PINE,13.1,21.99,20.04,20.41,3695528.83
NASDAQ:VTRS,8.735,18.07,17.7,17.86,170040354.48
NASDAQ:SPOK,9.95,18.94,11.21,10.89,1730930.37
NYSE:PFLT,6.83,10.6,7.21,7.11,8334745.67
NYSE:AHRT,5.13,7.71,7.1,7.11,5281699.29
NYSE:MSDL,13.66,18.62,15.2,15.26,7579444.25
NASDAQ:GBDC,11.77,14.925,13.08,12.96,12843860.18
NYSE:LADR,9.43,11.92,9.64,9.86,13570829.39
NYSE:STWD,15.78,20.84,16.26,16.66,63455924.40
NYSE:DOW,20.4019,42.74,30.33,28.85,338284095.15
NYSE:CTO,15.065,22.71,21.85,21.91,7851308.76
NYSE:OLP,19.62,25.88,24.6,25.09,2319145.76
NASDAQ:PAA,15.685,25.03,23.55,24.43,65053947.30
NYSE:AMBP,3.29,5.4299,4.95,5.21,19769144.75
NYSE:KRC,27.36,45.03,39.36,38.66,55839637.55
NYSE:WU,6.27,10.3507,7.31,8.26,121529829.85
NYSE:BDN,2.47,4.625,3.17,3.0,8434228.69
NYSE:ACCO,2.8111,4.5584,4.37,4.35,2806564.11
NYSE:ARE,39.41,88.236,48.87,54.0,101065758.50
NASDAQ:RMR,14.27,21.45,18.99,20.05,3105185.80
NYSE:OBDC,10.52,14.53,11.2,11.02,43793479.42
NYSE:KEY,16.47,24.065,23.1,22.63,230612672.02
NASDAQ:TRMD,18.24,35.33,29.36,29.8,12029770.56
NYSE:SPH,16.53,20.8,18.23,18.74,3021610.96
NYSE:CAL,8.8,16.14,14.25,13.3,6298523.98
NYSE:CMTG,1.72,3.99,1.73,2.12,1431384.33
NASDAQ:IEP,7.08,9.52,7.73,7.83,5029087.68
