Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.7849886417388916	12.18				0	0	-2.6472	46.00
NYSE:AIV	0.7805756330490112	2.77	2026-06-04	0	GTC: delete	-3.4479120339153697	-1.5920188701719025	3.8145	7.00
NASDAQ:VISN	0.7775006890296936	12.13	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:SITC	0.7551256418228149	3.19	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:AD	0.6533799767494202	37.38	2026-06-11	2.75	GTC: delete	0	0	7.8425	46.33
NYSE:DD	0.5609226822853088	147.16	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	170.00
NASDAQ:IEP	0.4983792304992676	7.26	2026-08-17	0.5	Buy 1507 at $7.04 ~= $10,609; Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:ZIM	0.21204861998558044	30.19				81.41123147858185	184.61809216208997	0.8123	24.30
NYSE:SAR	0.16891266405582428	19.15	2026-09-03	0.75		86.25056770768676	2956.3267350639258	1.0420	21.20
NYSE:BWMX	0.10749506950378418	16.75	2026-08-06	2.69		41.569727399869514	48.01635675893728	1.7140	29.53
NASDAQ:TRIN	0.07604780793190002	18.50	2026-09-10	0.51		0	0	1.1894	18.50
NASDAQ:SIGA	0.05985689535737038	3.05				0	0	-0.2118	17.53
NYSE:ARR	0.05856477841734886	16.78	2026-08-17	0.72		-60.47101423365782	-60.04626409203915	3.0443	18.38
NYSE:PMT	0.05161289498209953	9.83	2026-07-09	0.4		0	0	1.9068	11.46
NASDAQ:REFI	0.014436857774853706	10.61	2026-06-30	0.47		0	0	0.8560	15.12
NYSE:PNNT	0.012782398611307144	3.76	2026-08-14	0.24		0	0	0.0867	4.75
NYSE:TK	0.0023254326079040766	13.20	2026-05-26	0		0	0	3.2790	5.00
NYSE:BBDC	-0.0018823082791641355	9.44	2026-09-02	0.26		0	0	0.6569	9.88
NYSE:TWO	-0.002531922422349453	12.18	2026-07-31	0.34		-13.322484095445816	-13.441037333954284	-0.2062	11.90
NYSE:GSBD	-0.008810574188828468	9.90	2026-08-31	0.32		0	0	0.3091	8.94
