Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.7975267767906189	12.30				0	0	-2.6472	46.00
NYSE:AIV	0.7484949231147766	2.75	2026-06-04	0	GTC: delete	-3.4604518555631816	-1.6069338559118587	3.8145	7.00
NASDAQ:VISN	0.6885325312614441	12.38	2026-08-28	0		0	0	-0.1379	14.67
NYSE:AD	0.6655235886573792	37.23	2026-06-11	0	GTC: delete	0	0	7.8425	46.34
NYSE:SITC	0.6268700957298279	3.14	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:DD	0.555632472038269	149.73	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	169.88
NASDAQ:IEP	0.2832839787006378	7.75	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:SAR	0.22322452068328857	20.13	2026-09-03	0.75		86.87843477464403	2951.316160355806	1.0420	21.20
NYSE:ARR	0.16228502988815308	17.13	2026-08-17	0.72		-60.397810040221444	-59.97424300637081	3.0443	18.38
NASDAQ:OXSQ	0.13871121406555176	1.57	2026-08-17	0.105		0	0	-0.3762	1.75
NYSE:ZIM	0.08684606850147247	25.80				78.04788765940184	181.06877767664753	0.8123	24.95
NYSE:FRO	0.08363385498523712	41.92	2026-06-12	0.7825		41.91022905634308	64.23876354006462	4.0648	44.25
NASDAQ:STRS	0.06956906616687775	10.36	2026-07-13	0		0	0	2.6587	
NYSE:NAT	0.057475581765174866	6.79	2026-06-10	0.155		9.068760944468371	11.64290979038555	0.2565	6.00
NYSE:KREF	0.04363100230693817	7.94	2026-06-30	0.2125		-63.49817837732542	-60.78205187181215	-2.8765	7.75
NYSE:UAN	0.03672178089618683	121.88	2026-08-10	3.6175	Withholding Tax: 10%	231.58456034817578	312.558164013495	15.1589	9.50
NASDAQ:DMLP	0.023518003523349762	28.19	2026-08-03	0.698	Withholding Tax: 10%	0	0	1.1599	
NASDAQ:REFI	0.017412157729268074	10.65	2026-06-30	0.47		0	0	0.8560	16.38
NYSE:TTE	0.01154867373406887	88.57	2026-09-30	1.013	ADR	0	0	7.9940	95.00
NYSE:WU	-0.0016358275897800922	7.22	2026-09-16	0.235		0	0	1.0219	7.09
NYSE:FSK	-0.0024237041361629963	12.39	2026-09-16	0.64		0	0	-1.2340	11.70
NYSE:BWMX	-0.021412115544080734	16.51	2026-08-06	2.69		41.63593786392833	48.06274432628874	1.7140	29.77
NASDAQ:FIBK	-0.02653476968407631	39.25	2026-08-04	0.47		0	0	3.4028	37.50
NASDAQ:CFFN	-0.030365414917469025	8.95	2026-08-07	0.085		0	0	0.6714	9.50
NASDAQ:SIGA	-0.0328102633357048	2.89				0	0	-0.2118	17.53
NYSE:CAPL	-0.03331196680665016	23.15	2026-08-03	0.525	Withholding Tax: 10%	0	0	0.8313	20.00
