Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:AIV	0.7878850102424622	2.84	2026-06-04	0		-5.692663127935124	-3.8915383497320604	3.8511	7.00
NYSE:AD	0.7781982421875	37.48	2026-06-11	0	GTC: delete	20.519443851549777	55.28082358515764	8.4279	46.34
NASDAQ:TASK	0.7764860987663269	6.84				52.2106190200074	80.59233039138873	2.8857	9.50
NYSE:NLOP	0.7760982513427734	12.56				47.69440640786181	67.56880637904437	-8.1514	46.00
NYSE:ELME	0.7702926397323608	1.73				0	0	-1.7349	18.00
NASDAQ:VISN	0.7588529586791992	13.07			GTC: delete	45.568000180944956	66.68948075686426	0.0027	17.33
NYSE:DD	0.7457523345947266	149.85	2026-08-31	0.915		0	0	-0.6518	169.50
NYSE:SITC	0.7119923830032349	3.35	2026-08-03	0	GTC: delete	0	0	2.4623	5.00
NYSE:SAR	0.5784003138542175	20.54	2026-08-05	0.75		85.50853179982346	2895.800485145205	1.0274	21.20
NYSE:KREF	0.5482292175292969	7.54	2026-06-30	0.2125		-64.22966914674464	-61.53723563343556	-2.8765	7.17
NYSE:CIM	0.5428769588470459	13.16	2026-06-30	0.39		-22.771652850923	-17.428869988250106	0.2306	14.83
NASDAQ:TRIN	0.5425902009010315	18.86	2026-08-14	0.51	Buy 591 at $18.25 ~= $10,786	6.541162719915328	9.168089368620183	1.7137	18.03
NASDAQ:REFI	0.5414386987686157	10.37	2026-06-30	0.47		12.214581897024265	30.650599622859815	1.2136	16.38
NASDAQ:MFIC	0.5358072519302368	10.13	2026-06-09	0.3625		48.75234928593323	48.68260351327445	0.0725	11.06
NASDAQ:XRX	0.5356916189193726	3.46	2026-06-30	0.025	Buy 3232 at $3.35 ~= $10,827	-39.76138195273617	8.451475811459694	-7.0480	3.23
NYSE:UAN	0.5325052738189697	131.23	2026-08-10	3.6175	Withholding Tax: 10%	237.43394488354434	318.03995965050996	15.1589	9.50
NYSE:GNL	0.5312684774398804	8.96	2026-07-13	0.19	Buy 901 at $8.68 ~= $7,821	6.274955277027253	17.942005314034148	-0.1950	10.17
NYSE:PNNT	0.5209106206893921	3.65	2026-07-15	0.24		-12282.561971755093	-12274.78566598694	0.2115	4.75
NYSE:MFA	0.5192162990570068	9.52	2026-06-30	0.36		-69.35497367235236	-69.2120389392574	1.3251	14.08
NYSE:BIP	0.502510130405426	42.04	2026-08-31	0.4425		-130.85771231294342	-41.67623155093845	0.8850	46.36
NYSE:ENIC	0.5004665851593018	4.77	2026-05-14	0.00075	ADR	7.445793160808604	10.240246949212901	0.3464	4.85
