ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:NLOP,10.945,33.28,11.59,11.57,1433124.95
NYSE:DD,33.335,149.42,146.26,142.47,223066087.27
NYSE:AIV,2.59,8.03,2.64,2.66,2180763.34
NASDAQ:VISN,9.47,20.55,11.53,10.94,114105523.97
NYSE:SITC,2.89,12.39,2.96,3.15,3631346.15
NYSE:AD,33.71,77.13,35.98,35.24,5437634.79
NASDAQ:IEP,7.08,9.52,7.42,7.455,11541576.98
NYSE:SAR,17.34,25.64,18.9,20.01,2622985.70
NYSE:ARR,13.98,19.31,16.74,16.68,62774197.06
NYSE:UAN,84.13,139.5,123.5,126.57,8337820.54
NASDAQ:REFI,9.69,14.57,10.15,10.27,1859783.61
NASDAQ:ARCC,17.4,22.76,19.87,20.01,93359332.61
NASDAQ:SIGA,2.83,9.45,3.0,3.05,1745978.61
NASDAQ:TRIN,14.13,18.565,18.14,18.05,23389348.06
NASDAQ:OXSQ,1.05,2.36,1.46,1.49,3312687.96
NYSE:PNNT,3.19,7.29,3.72,3.69,2325422.92
NYSE:FRO,18.43,43.1,41.21,39.74,72596681.07
NYSE:ECO,25.47,65.8683,60.29,61.86,43784435.09
NASDAQ:DMLP,20.85,28.95,27.71,26.08,4657637.99
NYSE:BBDC,7.9601,9.92,9.31,9.22,7976005.96
NYSE:WU,6.27,10.3507,7.45,7.08,85567379.65
NYSE:ZIM,12.33,29.97,28.14,26.9,57706864.12
NYSE:BNL,16.6,23.1,21.39,20.93,57135577.10
NYSE:NAT,2.81,6.82,6.71,6.46,15673534.35
NASDAQ:SPOK,9.95,18.6224,10.96,11.52,1950432.25
NYSE:BWMX,12.335,19.79,16.45,16.72,1451232.72
NASDAQ:CGBD,9.945,14.035,11.35,11.02,6747047.26
NYSE:PMT,9.045,13.81,9.45,9.65,10253218.57
NYSE:FSK,9.72,18.25,12.36,12.44,34920950.07
NYSE:RWT,4.19,6.97,4.81,4.73,7580197.90
NYSE:KREF,5.25,9.982999999999999,7.62,7.76,6555340.63
NASDAQ:PAA,15.685,25.03,23.9,22.81,65866254.04
NASDAQ:FIBK,29.1,40.6,39.17,37.53,38639432.49
NYSE:MSDL,13.66,18.17,15.46,15.43,6858430.55
NASDAQ:TASK,4.465,18.39,7.5,7.3,6639551.89
NASDAQ:GBDC,11.77,14.925,13.26,13.17,17918088.14
NYSE:BXSL,22.47,30.36,24.68,24.54,42154846.01
NYSE:GSBD,8.355,11.53,9.85,9.75,10444276.78
NYSE:TK,7.34,14.38,12.47,11.32,5519530.31
NYSE:TTE,57.48,94.17,88.33,85.83,105387072.14
NYSE:BWLP,11.72,22.921999999999997,22.62,21.75,6119339.40
NYSE:BSM,11.78,15.49,14.36,14.1,8836701.79
NASDAQ:TCPC,3.08,7.28,4.08,4.11,3952595.13
NYSE:BAP,230.4529,413.245,386.36,386.93,105069319.22
NYSE:CHT,39.28,46.48,42.58,42.52,7260066.60
NYSE:DHT,10.695,20.55,19.52,18.76,60265658.81
NASDAQ:CMCSA,21.28,34.45,26.18,25.36,611513184.95
NYSE:FLO,6.8,16.19,7.52,7.4,35536532.53
NYSE:TWO,8.78,14.17,12.04,12.12,51668552.23
NASDAQ:ADAM,6.445,10.36,10.12,9.82,8859048.31
NASDAQ:SEVN,7.365,11.15,7.76,7.69,1136646.70
NASDAQ:CFFN,5.968999999999999,9.26,8.73,8.88,7338628.12
NYSE:IVR,7.1,9.5,7.48,7.48,17529267.43
NASDAQ:TFSL,12.535,19.49,17.64,17.59,18618350.63
NASDAQ:UPBD,15.82,28.025,19.62,19.83,18775217.35
NYSE:BGS,3.35,6.3799,3.62,3.52,9656287.97
NYSE:CIM,11.46,14.88,11.8,11.97,10744513.29
NYSE:ORI,36.65,46.76,42.85,43.03,45540083.61
NYSE:CION,5.83,10.93,7.43,7.51,5687670.44
NYSE:IIPR,44.58,65.38,55.99,59.16,18343159.14
NYSE:BDN,2.47,4.625,3.09,3.22,6615156.91
NYSE:PINE,13.1,21.99,19.75,19.98,2155672.49
NASDAQ:AMSF,27.09,47.86,27.65,29.12,13560023.43
NYSE:SSTK,5.1721,29.5,5.69,5.96,6777796.23
NYSE:PSBD,9.34,14.43,10.41,10.45,1699221.24
NASDAQ:SLRC,12.13,16.83,12.89,13.1,5008226.96
NYSE:CAPL,19.67,23.8269,23.6,21.41,1356416.13
NYSE:SFL,6.73,12.94,12.35,12.07,14170337.36
NYSE:UWMC,0.9303,7.14,1.59,1.28,45493908.15
NASDAQ:HRZN,3.8016,7.19,5.01,4.64,3676120.13
NASDAQ:AGNC,9.57,12.19,10.96,10.84,185703372.39
NYSE:CHCT,13.23,19.165,15.08,15.85,7343415.94
NYSE:UHT,35.26,46.3,41.3,42.72,4472493.48
NYSE:DX,11.825,14.9305,13.06,12.95,63288674.00
NYSE:HTGC,13.7001,19.62,16.7,17.25,29463019.79
NYSE:MNR,10.46,15.0196,13.01,12.96,4333119.14
NYSE:ACCO,2.8111,4.5584,4.34,4.41,2898439.61
NYSE:BRSP,4.85,6.165,5.0,5.12,6412417.13
NYSE:FLNG,24.0,33.4,30.8,30.84,8868693.70
NYSE:EPD,30.01,40.165,38.9,37.75,124762738.62
NYSE:MPLX,47.8,60.95,59.48,58.85,92800447.70
NASDAQ:OCSL,10.63,14.31,12.98,12.96,8609399.49
NYSE:SCM,6.83,15.04,8.78,8.41,2181845.55
NYSE:TU,9.2,16.72,9.76,9.72,89979748.43
NYSE:NWG,13.56,19.42,19.1,19.19,66275987.21
NASDAQ:FSBC,29.475,50.26,46.75,46.075,6906751.41
NYSE:EARN,4.25,5.89,4.4,4.4,1712145.31
NYSE:EBF,16.3,22.55,22.1,22.3,2909020.73
NASDAQ:MFIC,9.28,13.34,9.75,9.76,7281449.13
NASDAQ:CSWC,19.37,25.37,24.88,25.13,17959412.78
