Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:VISN	0.7801710963249207	13.11			GTC: delete	45.60946386338744	66.86337562589132	0.0027	17.33
NYSE:AIV	0.7739430665969849	2.80	2026-06-04	0		-5.695120011850101	-3.8876999890641044	3.8511	7.00
NYSE:DD	0.7720932364463806	154.64	2026-08-31	0.915		0	0	-0.6518	169.50
NYSE:NLOP	0.7716077566146851	12.50				0	0	-2.6472	46.00
NYSE:ELME	0.7694875001907349	1.71				0	0	-1.7349	18.00
NYSE:AD	0.7678918838500977	36.92	2026-06-11	0	GTC: delete	20.339690484202603	55.18808951580497	8.4279	46.34
NASDAQ:TASK	0.7339655160903931	6.88				0	0	2.3371	9.50
NYSE:SITC	0.6962894201278687	3.43	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:KREF	0.5889618992805481	7.54	2026-06-30	0.2125		-64.05817837732542	-61.342051871812146	-2.8765	7.17
NYSE:NAT	0.585226833820343	6.56	2026-06-10	0.155	Buy 1712 at $6.34 ~= $10,854	8.58876094446837	11.16290979038555	0.2565	6.00
NYSE:UAN	0.5787665843963623	133.27	2026-08-10	3.6175	Withholding Tax: 10%	239.3545603481758	320.328164013495	15.1589	9.50
NYSE:SAR	0.574689507484436	20.21	2026-08-05	0.75		85.47025742569699	2909.5684893299867	1.0274	21.20
NYSE:TEN	0.5233584642410278	40.81	2026-07-23	0		89.74207441983276	101.13500735355666	7.0378	46.00
NASDAQ:IEP	0.5195578932762146	7.78	2026-05-18	0.5	Buy 1440 at $7.54 ~= $10,858; Withholding Tax: 10%	0	0	-0.2411	12.00
NYSE:MNR	0.49986666440963745	13.87	2026-05-21	0.455	Withholding Tax: 10%	20.282864706032395	41.03256613272737	1.4091	18.00
NYSE:PNNT	0.4972732365131378	3.67	2026-07-15	0.24		-12282.46103280227	-12274.629142244168	0.2115	4.75
NASDAQ:REFI	0.4970438778400421	10.34	2026-06-30	0.47		12.594799424231688	34.56613616108187	1.4455	16.38
NYSE:BAP	0.49541816115379333	413.52	2026-05-18	12.5	Buy 27 at $400.97 ~= $10,826	347.6236194181866	272.94249684317305	40.0433	404.50
NASDAQ:XRX	0.4834860563278198	3.33	2026-06-30	0.025	Buy 1280 at $3.23 ~= $4,134	-39.69322931515298	8.945046486307525	-7.0480	3.23
NASDAQ:SEVN	0.4645978808403015	7.98	2026-07-20	0.28		-2.419001388036365	-3.0891810324118083	0.5183	9.55
NASDAQ:TFSL	0.4611515402793884	19.24	2026-06-10	0.2825		0	0	0.3639	19.00
NASDAQ:SIGA	0.4571942389011383	3.34				23.05443069928416	23.12886090921869	0.2825	17.53
NASDAQ:CGBD	0.4565146267414093	10.86	2026-06-30	0.4		85.46666754992334	85.94406145823785	0.7439	12.29
NYSE:FSK	0.4559912383556366	11.83	2026-06-17	0.5925		52.36667047685216	47.88944622879348	-1.9638	11.50
NYSE:BWMX	0.45497554540634155	18.04	2026-08-06	2.69		42.41593786392832	48.84274432628874	1.7140	29.43
NYSE:ARR	0.450930118560791	17.14	2026-08-17	0.72		-60.40781004022145	-59.98424300637081	3.0443	18.38
NYSE:DX	0.4463292360305786	13.24	2026-07-23	0.51		0	0	1.7576	14.75
NYSE:BXMT	0.44492441415786743	14.78	2026-06-30	0.47		-57.06236220339054	-57.94224338459703	0.0916	19.19
NASDAQ:TCPC	0.4437607228755951	3.66	2026-06-16	0.23		20.061674994875798	19.764183680342715	-1.5033	4.17
NYSE:CIM	0.44325020909309387	12.52	2026-06-30	0.39		0	0	-0.1932	14.83
NASDAQ:TRIN	0.4259187579154968	18.52	2026-08-14	0.51		0	0	1.2530	18.03
NYSE:LDI	0.4252364933490753	1.18				0	0	-0.2799	1.38
NASDAQ:MFIC	0.42312031984329224	10.00	2026-06-09	0.3625		48.88047831548374	48.810385508026194	0.0725	11.06
NYSE:TDS	0.41834354400634766	36.72	2026-06-16	0.04		101.63951734487495	46.50822457256534	1.2436	50.50
NYSE:PFLT	0.41667255759239197	7.46	2026-07-15	0.3075		7.232448660366671	12.285873682121794	0.6246	10.08
NYSE:TTE	0.41350647807121277	89.21	2026-09-30	1.013	ADR	0	0	7.9880	95.00
NYSE:SPH	0.4125341773033142	18.67	2026-08-04	0.325	Withholding Tax: 10%	73.39612229245373	89.5912868744592	2.0100	17.00
NYSE:KRP	0.41228431463241577	15.04	2026-05-19	0.3775		23.678581679746255	35.172354893881995	0.7543	19.00
