date,symbol,amount
2026-08-17,NASDAQ:VISN,10
2026-08-28,NASDAQ:VISN,5
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-08-17,NASDAQ:IEP,0.5
2026-09-10,NYSE:NAT,0.27
2026-08-17,NASDAQ:OXSQ,0.035
2026-09-16,NASDAQ:OXSQ,0.035
2026-10-16,NASDAQ:OXSQ,0.035
2026-11-16,NASDAQ:OXSQ,0.035
2026-12-17,NASDAQ:OXSQ,0.035
2026-08-14,NYSE:SAR,0.469
2026-09-03,NYSE:SAR,0.25
2026-10-06,NYSE:SAR,0.25
2026-11-05,NYSE:SAR,0.25
2026-12-03,NYSE:SAR,0.25
2026-08-17,NYSE:ARR,0.24
2026-09-15,NYSE:ARR,0.24
2026-08-31,NASDAQ:CCAP,0.03
2026-09-30,NASDAQ:CCAP,0.34
2026-09-18,NYSE:FRO,2.61
2026-09-16,NYSE:WU,0.235
2026-10-08,NYSE:PMT,0.4
2026-08-19,NASDAQ:SPOK,0.3125
2026-08-17,NYSE:DHT,1.22
2026-09-04,NYSE:ORI,0.315
2026-09-02,NYSE:BBDC,0.26
2026-09-09,NASDAQ:TFSL,0.3175
2026-09-11,NYSE:FLO,0.125
2026-09-16,NYSE:FSK,0.44
2026-08-27,NASDAQ:PSEC,0.035
2026-09-28,NASDAQ:PSEC,0.035
2026-10-28,NASDAQ:PSEC,0.035
2026-08-21,NYSE:DX,0.17
2026-09-15,NYSE:VTS,0.4375
2026-08-28,NASDAQ:CATY,0.38
2026-08-18,NYSE:BRSL,0.23
2026-08-31,NYSE:EARN,0.08
2026-09-30,NYSE:EARN,0.08
2026-10-07,NASDAQ:CMCSA,0.33
2026-09-30,NYSE:TTE,1.038892
2026-09-11,NASDAQ:AMSF,0.41
2026-09-10,NYSE:TU,0.134419
2026-09-10,NYSE:PINE,0.32
2026-09-30,NASDAQ:XRX,0.025
2026-08-14,NYSE:PNNT,0.08
2026-09-15,NYSE:PNNT,0.08
2026-09-22,NASDAQ:ADAM,0.3
2026-08-14,NASDAQ:TRIN,0.17
2026-09-10,NASDAQ:TRIN,0.17
2026-09-15,NASDAQ:ARCC,0.48
2026-09-30,NYSE:PK,0.25
2026-08-28,NYSE:GRNT,0.11
2026-09-30,NYSE:BGS,0.095
2026-08-17,NASDAQ:HRZN,0.09
2026-08-17,NYSE:APAM,0.8
2026-10-09,NYSE:UVV,0.83
2026-08-21,NYSE:ACCO,0.075
2026-08-31,NYSE:EFC,0.13
2026-09-30,NYSE:EFC,0.13
2026-08-31,NASDAQ:AGNC,0.12
2026-09-16,NASDAQ:TCPC,0.17
2026-08-31,NYSE:BIP,0.455
2026-08-20,NASDAQ:LKQ,0.3
2026-09-09,NASDAQ:TRMD,2.4
2026-08-31,NYSE:ORC,0.1
2026-09-15,NYSE:NXDT,0.03
2026-09-30,NYSE:BNL,0.2925
2026-09-15,NYSE:BCSF,0.42
2026-08-17,NYSE:SXC,0.12
2026-09-03,NYSE:FLNG,0.75
2026-09-15,NYSE:TSLX,0.42
2026-09-15,NYSE:TDS,0.04
2026-08-17,NYSE:CNA,0.48
