Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.7791483998298645	12.18				0	0	-2.6472	46.00
NASDAQ:VISN	0.694130539894104	12.46	2026-08-28	0		0	0	-0.1379	14.67
NYSE:AIV	0.6810568571090698	2.74	2026-06-04	0	GTC: delete	-3.4629747184287814	-1.611820745323843	3.8145	7.00
NYSE:AD	0.661086916923523	36.58	2026-06-11	0	GTC: delete	0	0	7.8425	46.34
NYSE:SITC	0.6137143969535828	3.13	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:DD	0.44919106364250183	149.23	2026-08-31	0.7575	Buy 75 at $144.95 ~= $10,871	0	0	-0.6516	169.88
NASDAQ:IEP	0.30436351895332336	7.81	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:ZIM	0.1782149374485016	25.87				77.90505464474512	180.7406704343913	0.8123	24.95
NASDAQ:STRS	0.16861161589622498	10.39	2026-07-13	0		0	0	2.6587	
NYSE:SAR	0.16578660905361176	20.19	2026-09-03	0.75		86.6473196308223	2945.4678324678216	1.0420	21.20
NASDAQ:OXSQ	0.14848312735557556	1.59	2026-08-17	0.105		0	0	-0.3762	1.75
NYSE:NAT	0.14132001996040344	6.58	2026-06-10	0.155		8.889546764059338	11.4590470445892	0.2565	6.00
NYSE:FRO	0.12061508744955063	40.39	2026-06-12	0.7825		40.89106511374507	63.14352120015631	4.0648	44.25
NYSE:ARR	0.11612682789564133	17.11	2026-08-17	0.72		-60.58362618837404	-60.161236090103294	3.0443	18.38
NYSE:MSDL	0.09636900573968887	15.72	2026-09-30	0.4875		0	0	0.6161	15.71
NYSE:UAN	0.08145070821046829	123.11	2026-08-10	3.6175	Withholding Tax: 10%	231.95136891345834	312.77752365346106	15.1589	9.50
NYSE:PMT	0.07988908886909485	9.73	2026-07-09	0.4		0	0	1.9068	11.46
NYSE:PNNT	0.07191887497901917	3.89	2026-08-14	0	GTC: $7.76	0	0	0.0867	4.75
NYSE:KREF	0.05377441644668579	7.83	2026-06-30	0.2125		-63.658985707296914	-60.95238626147216	-2.8765	7.75
NYSE:BAP	0.05229560285806656	390.80	2026-05-18	12.5		322.59424487683043	248.25952003722708	40.0433	403.48
NASDAQ:TASK	0.0513232983648777	7.04				0	0	2.3302	8.50
NYSE:BDN	0.048144347965717316	3.20	2026-07-08	0.08		-8.372508708791859	1.6612129283212065	-0.8302	3.00
NASDAQ:SEVN	0.04187231510877609	7.89	2026-07-20	0.28		-2.5029037856961533	-3.1715489975048357	0.5183	9.55
NASDAQ:DMLP	0.03149860352277756	28.05	2026-08-03	0.698	Withholding Tax: 10%	0	0	1.1599	
NYSE:DHT	0.018184080719947815	19.16	2026-08-17	0.6125		0	0	1.7101	20.52
NASDAQ:SIGA	0.016692232340574265	2.97				0	0	-0.2118	17.53
NYSE:WU	0.014075014740228653	7.28	2026-09-16	0.235		0	0	1.0219	7.09
NYSE:TWO	0.009376304224133492	12.23	2026-07-31	0.34		-13.496813378301209	-13.614996809583701	-0.2062	11.90
NASDAQ:SPOK	-0.007781924679875374	11.14	2026-08-19	0.3125		20.085192482490125	21.829072529548363	0.7909	14.00
NYSE:TK	-0.010234148241579533	11.33	2026-05-26	0		0	0	3.2790	5.00
NYSE:TTE	-0.03983859717845917	87.86	2026-09-30	1.013	ADR	0	0	7.9940	95.00
NYSE:FSK	-0.045903950929641724	12.22	2026-09-16	0.64		0	0	-1.2340	11.70
NASDAQ:AMSF	-0.05189511924982071	28.16	2026-09-11	0.4		0	0	2.5118	35.67
NYSE:DX	-0.05212423950433731	13.12	2026-07-23	0.51		0	0	1.7576	14.75
NYSE:CIM	-0.05872588977217674	11.97	2026-06-30	0.41		0	0	-0.1932	14.50
NYSE:ASR	-0.07183226943016052	274.79	2026-05-27	2.5	ADR	-568.2839961919649	873.3494319675541	191.1681	343.64
NASDAQ:PSEC	-0.074459008872509	2.30	2026-08-27	0.135		3.7224157198719428	4.155463334673382	-0.0754	2.00
NYSE:BRSL	-0.07592067867517471	11.19	2026-08-18	0.22		0	0	1.1705	16.02
NASDAQ:CGBD	-0.07996746152639389	11.08	2026-09-30	0.4		0	0	0.5388	12.29
NASDAQ:TFSL	-0.08026609569787979	17.42	2026-06-10	0.2825		0	0	0.3639	19.00
NYSE:FLNG	-0.08078710734844208	29.13	2026-05-29	0.75		14.423901258136494	28.211166019307775	1.3976	25.88
NASDAQ:CMCSA	-0.08234333246946335	25.38	2026-10-07	0.33		96.887482122438	165.31560848191137	3.1646	30.08
NASDAQ:TRIN	-0.08457044512033463	18.38	2026-08-14	0.51		0	0	1.2530	18.50
NASDAQ:CFFN	-0.08807222545146942	8.95	2026-08-07	0.085		0	0	0.6714	9.50
NYSE:VTS	-0.09769364446401596	16.28	2026-09-15	0.5		0	0	-1.0529	21.25
NYSE:EARN	-0.10451140254735947	4.37	2026-08-31	0.24		0	0	-1.3058	5.00
NYSE:EFC	-0.10511307418346405	13.72	2026-08-31	0.39	GTC: $27.76	0	0	1.2689	14.79
NASDAQ:XRX	-0.10759062319993973	3.11	2026-09-30	0.025		-39.733297660047434	8.707342837332307	-7.0441	3.23
NYSE:MPLX	-0.10847130417823792	60.17	2026-08-07	1.0765	Withholding Tax: 10%	0	0	3.5970	61.46
NASDAQ:OCSL	-0.11198964715003967	12.79	2026-09-15	0.4375		0	0	0.1282	12.50
NYSE:BGS	-0.11314984411001205	3.45	2026-09-30	0.19		0	0	-0.8238	4.80
NYSE:ACCO	-0.1136036068201065	4.27	2026-08-21	0.075		11.10067591888185	21.188506863948735	0.6370	8.00
NYSE:TEN	-0.1154995709657669	38.63	2026-07-23	0		90.81827491720594	102.20834075386844	7.0378	46.00
NASDAQ:SLRC	-0.11641372740268707	12.96	2026-09-11	0.41		0	0	1.2007	15.25
NASDAQ:ARCC	-0.11847672611474991	19.96	2026-09-15	0.48		19.164100601246314	20.361247525312343	1.3370	20.62
NYSE:BSM	-0.11888355761766434	14.31	2026-08-06	0.305	Withholding Tax: 10%	0	0	0.8332	16.00
NYSE:ORI	-0.12058690190315247	42.55	2026-06-05	0.3025		0	0	4.7185	43.50
NYSE:BWMX	-0.12302685528993607	16.28	2026-08-06	2.69		41.403308058848616	47.81042889264675	1.7140	29.75
NYSE:CHCT	-0.12556150555610657	14.99	2026-08-19	0.44075		0	0	0.6497	18.25
NYSE:TSLX	-0.12565205991268158	18.78	2026-09-15	0.5125		0	0	0.5108	19.68
NYSE:SXC	-0.12979649007320404	9.29	2026-08-17	0.12		19.209422230015885	11.688775893252657	-0.6445	9.50
NYSE:EBF	-0.1314961016178131	22.03	2026-07-10	0.25		51.04429311766125	57.56951943872152	1.6881	24.00
NYSE:SSTK	-0.13509181141853333	5.50	2026-06-04	0.345		18.47781350718714	12.30028108143697	-5.5792	28.85
NASDAQ:FIBK	-0.13781021535396576	38.29	2026-08-04	0.47		0	0	3.4028	37.50
NYSE:APAM	-0.13845501840114594	42.11	2026-08-17	0.865		0	0	4.2331	39.25
NYSE:HAFN	-0.1388782113790512	7.36	2026-06-04	0.183		14.524135136261009	18.348568659817758	0.9129	10.00
NYSE:BRSP	-0.14010050892829895	4.99	2026-06-30	0.16		-8.793651738024609	-6.184188082346347	-0.2123	6.34
NYSE:BIP	-0.1452891081571579	39.77	2026-08-31	0.4425		-131.21117924168095	-41.79932730229031	0.8848	46.82
NYSE:MTN	-0.14615727961063385	147.79	2026-06-25	2.22		77.77027934108523	160.54806399286142	4.9958	148.50
NASDAQ:REFI	-0.14626120030879974	10.32	2026-06-30	0		0	0	0.8560	16.38
NASDAQ:ADAM	-0.1473035365343094	10.22	2026-06-23	0.24		-106.76829290518047	-103.69839511059615	2.1181	11.96
NYSE:GSBD	-0.14889885485172272	9.64	2026-06-30	0		0	0	0.3091	8.75
NASDAQ:ARLP	-0.15069596469402313	24.91	2026-08-07	0.6	Withholding Tax: 10%	17725.42063133175	17730.753137680473	2.0708	31.17
NYSE:LADR	-0.15397506952285767	9.94	2026-06-30	0.23		-11.296302452028767	-8.593325448806064	0.4118	12.00
NYSE:ORC	-0.15506072342395782	6.66	2026-07-31	0.345		0	0	1.2193	7.50
NYSE:STWD	-0.15518902242183685	16.58	2026-06-30	0.48		0	0	0.5980	20.19
NYSE:AB	-0.15614667534828186	36.08	2026-08-12	0.8675	Withholding Tax: 10%	0	0	3.3576	39.29
NYSE:BNL	-0.15639536082744598	20.82	2026-09-30	0.29125		0	0	0.5092	23.40
NASDAQ:MIDD	-0.16080261766910553	117.10				0	0	-11.6359	168.00
