Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9457033276557922	147.17	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	170.00
NASDAQ:VISN	0.9456337094306946	11.83	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:AD	0.9438080787658691	38.56	2026-06-11	2.75	GTC: delete	0	0	7.8425	43.33
NYSE:SITC	0.9403142929077148	3.30	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:AIV	0.9393520951271057	2.78	2026-06-04	0	GTC: delete	-3.489184073057271	-1.6344798889286674	3.8145	7.00
NASDAQ:AMSC	0.8177911043167114	31.43			Buy 353 at $29.95 ~= $10,572	0	0	2.6235	61.75
NYSE:DHT	0.8100380301475525	20.76	2026-08-17	0.6125	Buy 331 at $19.79 ~= $6,550	0	0	1.7080	20.52
NYSE:ZIM	0.4778474271297455	29.37				0	0	0.6231	25.05
NYSE:NLOP	0.472888708114624	12.02				0	0	-2.6472	46.00
NYSE:ELME	0.472888708114624	1.74				0	0	-1.7349	18.00
NYSE:TDS	0.43993404507637024	34.86	2026-09-15	0.04		0	0	1.1174	47.50
NYSE:SAR	0.42291364073753357	19.06	2026-09-03	0.75		85.87937365700874	2953.133659015529	1.0420	21.20
NYSE:ARI	0.3516662120819092	7.09	2026-07-16	0.25		0	0	0.8284	8.00
NYSE:TTE	0.34534886479377747	91.29	2026-09-30	1.013	ADR	0	0	7.9940	95.00
NYSE:BIP	0.3298060894012451	40.40	2026-08-31	0.4425		-131.67198397401646	-42.00866933413502	0.8848	47.10
NYSE:CAPL	0.30376967787742615	24.07	2026-08-03	0.525	Withholding Tax: 10%	0	0	0.8309	20.00
NASDAQ:PAGP	0.27680569887161255	28.13	2026-07-31	0.40825		0.3053789524827145	48.65547747387498	0.9853	24.93
NYSE:HESM	0.2731766998767853	40.34	2026-08-06	0.77175		0	0	2.1706	37.50
NASDAQ:TASK	0.2720176577568054	8.16				0	0	2.3302	8.50
NYSE:CHCT	0.26807114481925964	15.57	2026-08-19	0.44075		0	0	0.6516	18.25
NYSE:YPF	0.25364044308662415	52.16			ADR	0	0	1544.3528	59.48
NYSE:NAT	0.24221377074718475	7.14	2026-06-10	0.155		9.363381486864505	11.93986115469683	0.2565	6.00
AMEX:EPM	0.24204424023628235	3.63	2026-06-15	0.12		3.988263805139811	3.655841945007393	-0.1010	4.94
NYSE:KMI	0.2407791018486023	32.06	2026-08-03	0.295		0	0	1.1676	35.81
NYSE:IRS	0.2306329756975174	15.47			ADR	2136.736785090536	2137.715810091165	2734.9326	21.33
NYSE:INSW	0.22782668471336365	102.41	2026-09-10	0.12		0	0	9.7755	100.00
NYSE:OGE	0.22651833295822144	47.16	2026-07-06	0.424		18.541691534079188	50.02346674918457	2.2790	50.45
AMEX:SDEV	0.22449637949466705	1.07				0.25075926675983423	0.2610250946913873	10.3248	
NYSE:ECO	0.22409915924072266	66.74	2026-08-14	0		0	0	4.4008	75.00
NASDAQ:NEGG	0.22237637639045715	18.90				0	0	0.3555	3.00
NYSE:CBL	0.20520758628845215	57.57	2026-09-15	0.45		0	0	5.5233	63.00
NASDAQ:PLTK	0.201157346367836	2.51				0	0	-0.8592	4.90
NYSE:OKE	0.18647319078445435	94.86	2026-08-03	1.06		0	0	4.2705	96.62
NYSE:MUR	0.16594992578029633	36.24	2026-08-17	0.3375		0	0	0.4316	39.93
NASDAQ:VRRM	0.15961995720863342	4.63				0	0	0.6084	7.00
NYSE:LPG	0.15033039450645447	52.58	2026-07-27	0.8375		0	0	4.2911	51.80
NYSE:FBRT	0.15003003180027008	8.68	2026-06-30	0.2775		0	0	0.5846	12.75
NYSE:WD	0.14743654429912567	41.78	2026-08-20	0.675		0	0	1.0847	57.00
NYSE:BP	0.1450996845960617	44.39	2026-08-14	0.084	ADR	0	0	0.6114	47.63
NYSE:HSHP	0.13645733892917633	17.02	2026-08-20	0		0	0	0.5939	16.90
NASDAQ:LUNR	0.13529811799526215	17.29				0	0	-0.5262	29.25
NASDAQ:MYRG	0.1287713497877121	320.70				400.7869255226583	453.3726612052341	10.6167	392.50
NYSE:PFLT	0.12708531320095062	7.62	2026-08-14	0.30275		0	0	0.4301	9.75
NYSE:LOMA	0.12570783495903015	9.94			ADR	0	0	0.2389	14.30
NYSE:DLR	0.12394348531961441	196.79	2026-09-15	1.22		0	0	0.9875	223.32
NYSE:FUN	0.11799152195453644	17.38				0	0	-15.1328	21.38
NYSE:EPR	0.11786845326423645	62.11	2026-08-31	0.9		61.18651938935612	91.02656560913478	3.4365	64.41
NYSE:EQNR	0.11360481381416321	42.75	2026-11-16	0.385	ADR	92.37591249916262	136.48106448899776	3.8139	34.74
NYSE:KMT	0.11297963559627533	30.70	2026-08-11	0.2		0	0	1.5142	33.00
NYSE:TEO	0.10626377165317535	13.86			ADR	0	0	3.1651	15.32
NASDAQ:ORKA	0.10139372199773788	108.84				0	0	-1.3847	153.75
NASDAQ:ENLT	0.10001081973314285	83.27				0	0	0.4313	87.88
NYSE:FNF	0.09919332712888718	48.48	2026-09-16	0.515		0	0	1.8047	61.40
NYSE:ALV	0.0969705805182457	126.95	2026-08-28	0.865		324.62096611938205	425.7660591425321	8.7797	134.71
NYSE:NTR	0.09678632766008377	74.64	2026-09-29	0.5475		0	0	2.4434	76.28
NASDAQ:QFIN	0.09639192372560501	11.76			ADR	0	0	3.8834	21.81
NASDAQ:SPOK	0.0957258865237236	10.80	2026-08-19	0.3125		19.714839678837095	21.46340557221416	0.7909	14.00
NYSE:STNG	0.09496595710515976	79.48	2026-08-17	0.43		0	0	8.5628	95.40
NYSE:HUN	0.09415175020694733	9.74	2026-09-15	0.12825		8.533488427751513	26.443953183915603	-0.9750	11.45
NASDAQ:HRZN	0.09253465384244919	4.97	2026-09-16	0.28		0	0	0.6315	4.95
NYSE:MITT	0.0871933251619339	6.85	2026-06-30	0.23		0	0	0.9334	9.00
NYSE:ATO	0.08543312549591064	171.39	2026-08-24	0.9675		0	0	6.8634	188.18
NYSE:BKH	0.08436627686023712	74.78	2026-08-17	0.6895		0	0	3.4202	84.80
NASDAQ:ISBA	0.08340126276016235	41.38	2026-06-26	0.28		0	0	2.6168	43.00
NYSE:EOG	0.08303812146186829	151.75	2026-10-16	1.02		0	0	7.9157	159.81
NYSE:HG	0.08175963908433914	35.95				0	0	6.7069	38.57
