ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:VISN,9.47,20.55,10.84,11.66,91168791.61
NYSE:AIV,2.59,8.03,2.6,2.62,2002310.81
NYSE:DD,33.335,149.42,136.67,143.07,162480722.95
NYSE:SITC,2.89,12.39,3.07,2.97,2434703.31
NYSE:AD,33.71,60.82,35.59,35.36,5683207.39
AMEX:SDEV,0.4342,19.95,1.12,0.98,2026603.64
NYSE:NLOP,10.945,30.365,11.53,11.42,1006556.19
NASDAQ:CATY,44.5675,65.255,62.33,64.4,21931721.15
NASDAQ:IEP,6.51,9.32,6.74,7.11,13938261.87
NYSE:ZIM,12.33,29.97,28.38,28.81,77749920.54
NYSE:TK,7.7961,14.38,13.35,12.85,6883223.56
NYSE:ORC,6.31,8.4,6.75,6.67,20334158.36
NYSE:DHT,10.83,20.62,19.72,18.9,67049038.71
NYSE:PMT,9.045,13.81,9.29,9.62,12390812.78
NASDAQ:HAFC,22.85,33.5,31.22,32.2,6138259.59
NASDAQ:NECB,19.27,28.94,26.49,26.77,1292093.39
NASDAQ:AMSF,25.65,47.86,26.415,26.41,14527102.08
NASDAQ:CMCSA,21.28,34.45,27.02,25.57,539986625.04
NYSE:FRO,19.87,45.17,44.05,42.18,83188205.41
NASDAQ:MSBI,14.24,35.1,32.795,33.32,5888085.30
NYSE:DX,11.825,14.9305,13.05,13.07,63521788.82
NASDAQ:TRIN,14.13,18.745,18.61,17.92,15810311.53
NASDAQ:SIGA,2.83,9.45,2.94,2.93,2089874.49
NASDAQ:TFSL,12.535,19.49,17.65,17.505,14496646.74
NASDAQ:BFST,22.56,32.525,31.3,32.11,6256833.78
NYSE:ECO,26.09,66.25,65.14,62.7,35005527.56
NYSE:MNR,10.46,15.0196,12.64,12.69,5010873.88
NYSE:SAR,17.34,25.64,18.49,18.71,2294002.40
NYSE:IVR,7.1,9.5,7.48,7.52,16790588.90
NASDAQ:GLPI,41.17,49.95,43.93,42.25,133360700.70
NASDAQ:HTO,43.75,67.09,64.49,63.21,18921835.12
NASDAQ:PFBC,81.5,112.26,104.06,107.47,7139906.40
NYSE:TTE,57.48,94.17,89.35,88.63,113867310.53
NYSE:BXMT,13.73,20.665,14.12,14.24,30099795.86
NASDAQ:HOPE,9.8,14.594000000000001,13.95,14.36,13017339.12
NYSE:BRSP,4.795,6.165,4.91,4.86,4886446.93
NYSE:RWT,4.19,6.97,4.76,4.8,5937175.80
NYSE:TEN,20.5,45.85,42.63,42.16,9106798.03
NASDAQ:CCAP,10.58,16.035,10.75,10.82,2505396.41
NYSE:BGS,3.32,6.3799,3.49,3.45,8221935.94
NYSE:BBDC,7.9601,9.92,9.45,9.39,7275348.49
NASDAQ:PLTK,2.09,4.42,2.42,2.26,5173410.41
NYSE:SB,4.14,8.685,8.65,8.1,5806311.06
NASDAQ:RBB,16.74,28.24,26.59,27.32,2640844.86
NASDAQ:FULT,16.6,25.23,23.59,24.47,32901409.84
NYSE:CAPL,19.67,24.6299,23.48,24.07,1578337.16
NASDAQ:ADAM,6.445,10.36,9.86,10.12,9089434.80
NASDAQ:FSBC,30.68,50.26,45.13,46.86,7587952.52
NYSE:ARI,6.43,11.24,6.89,6.83,25680287.26
NASDAQ:PAGP,16.685,27.395,27.27,25.79,42005392.08
NYSE:BSM,11.78,15.49,15.05,14.56,5518630.86
NASDAQ:OCFC,17.05,20.61,18.94,19.64,19243055.50
NASDAQ:IMPP,3.15,6.57,5.29,4.97,1786883.44
NYSE:ARR,13.98,19.31,16.38,16.46,56391427.66
NASDAQ:AGNC,9.62,12.19,10.98,10.95,146340080.15
NYSE:NLY,20.0,24.52,23.25,23.37,127691149.43
NASDAQ:OXSQ,1.05,2.2398,1.39,1.42,2704131.69
NYSE:GSBD,8.355,11.53,10.0,9.78,8788653.16
NYSE:GGB,2.98,5.18,4.33,4.8,50320663.58
NYSE:CHT,39.28,46.48,43.17,42.49,7821503.04
NASDAQ:WAFD,26.31,39.4857,36.29,37.76,17249433.28
NASDAQ:CFFN,5.968999999999999,9.26,8.53,8.72,6641313.81
NASDAQ:NKSH,27.0,43.31,41.34,42.61,1537159.62
NASDAQ:OPBK,12.41,16.83,15.33,15.53,939634.52
NASDAQ:FFBC,23.06,36.245,32.94,34.17,20132346.10
NASDAQ:WASH,25.23,40.5,39.72,40.22,5755833.02
NYSE:BWLP,11.72,24.87,24.61,23.1,7080171.25
NYSE:TU,9.2,16.65,9.83,9.69,52548387.45
NYSE:BBVA,17.77,29.32,29.21,28.8,49447213.89
NASDAQ:PKBK,19.7099,35.7,33.97,34.9,2367066.64
NYSE:IIPR,44.58,65.38,56.8,55.8,15546354.22
NASDAQ:SEVN,7.365,11.15,7.76,7.65,858566.88
NYSE:ORI,36.65,46.76,41.97,42.51,41028361.88
NYSE:UDR,32.94,42.0,38.39,37.24,96464009.09
NASDAQ:NWBI,11.25,16.16,15.37,15.69,10176490.51
NYSE:CIM,11.46,14.88,11.62,11.74,8248982.89
NYSE:WU,6.27,10.3507,7.32,7.18,59419242.09
NASDAQ:NRIM,19.6,95.61,25.77,26.89,2933305.27
NASDAQ:NWE,55.5,75.18,69.66,70.82,26432138.50
NASDAQ:INDB,63.33,87.5,83.48,86.04,23406499.56
NYSE:BLX,38.411,63.195,53.65,55.1,9563519.24
NYSE:BDN,2.47,4.625,3.18,3.01,4273641.41
NYSE:FLO,6.8,15.87,7.28,7.31,46358499.24
NASDAQ:TCBK,40.44,61.71,54.52,57.46,12904341.62
NYSE:RNST,33.04,44.54,41.42,43.11,24363759.18
NYSE:EPR,48.105,64.97,60.56,60.5,46665722.07
NYSE:UAN,84.13,139.5,125.07,122.29,6429732.99
NYSE:CAG,12.53,20.32,16.67,15.54,154074616.58
NYSE:AAT,17.72,25.97,23.0,22.65,8269138.81
NASDAQ:SPOK,9.95,18.26,10.62,10.99,2168785.44
NYSE:HAFN,5.17,9.535,8.13,7.86,8868681.46
NYSE:BXSL,22.47,30.2,24.99,24.21,34021126.17
NASDAQ:GGAL,25.89,62.515,43.45,43.42,44516910.25
NYSE:MPLX,47.8,60.95,58.46,59.08,67403672.78
NASDAQ:LKFN,54.36,69.4,60.22,61.82,9627755.56
NASDAQ:UBSI,34.103,49.62,47.8,48.98,35368209.29
NASDAQ:EWBC,92.67,137.47,128.91,135.52,82012965.68
NASDAQ:HRZN,3.8016,7.07,4.86,5.0,3818125.69
NYSE:SSTK,5.1721,29.5,5.36,5.41,4726132.48
NASDAQ:FMNB,12.12,16.458,15.7,16.12,6156011.70
