ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:NLOP,10.945,34.24,11.48,12.03,1535124.14
NYSE:AIV,2.59,8.25,2.62,2.69,2092883.11
NASDAQ:VISN,9.47,20.55,11.42,12.05,106530809.59
NYSE:AD,33.71,79.165,35.06,35.0,5251266.99
NYSE:DD,33.335,149.42,141.55,141.28,322128545.36
NYSE:SITC,2.89,12.39,3.02,3.31,3495218.60
NYSE:NAT,2.78,6.73,6.28,6.43,19496377.53
NYSE:BDN,2.47,4.625,3.08,3.14,7868619.88
NYSE:BXMT,13.73,20.665,14.17,14.57,50246173.71
NYSE:CHCT,13.23,19.165,15.12,18.26,7182806.63
NASDAQ:XRX,1.19,4.42,3.25,3.13,19936073.89
NYSE:ELME,1.26,17.68,1.62,1.64,1103600.43
NASDAQ:IEP,7.08,9.52,7.43,7.76,8207878.79
NYSE:SAR,17.34,25.64,19.73,19.49,2593747.24
NASDAQ:REFI,9.69,14.57,10.235,9.9,1713361.31
NASDAQ:OXSQ,1.05,2.42,1.45,1.52,2676508.10
NYSE:FLNG,24.0,33.4,30.32,30.83,7568834.63
NYSE:PINE,13.1,21.99,19.46,20.29,3275401.32
NYSE:KREF,5.25,9.982999999999999,7.65,7.23,6957375.53
NYSE:BCH,28.26,46.77,41.49,41.55,12932988.13
NASDAQ:SEVN,7.365,11.15,7.49,7.62,1365115.11
NASDAQ:SIGA,2.86,9.62,2.93,3.21,2127627.57
NASDAQ:PSEC,2.1098,3.125,2.29,2.205,9922690.32
NYSE:NTST,17.02,22.47,20.03,21.39,22768768.72
NYSE:GNL,7.39,10.035,9.25,8.65,22874776.38
NASDAQ:TRIN,14.13,18.43,18.43,17.83,23111655.31
NYSE:PNNT,3.19,7.53,3.71,3.41,2112883.45
NYSE:BGS,3.35,6.3799,3.4,3.57,8716901.77
NYSE:UWMC,0.9303,7.14,1.41,1.92,42133537.79
NYSE:FRO,18.26,43.1,38.45,39.91,73498545.22
NYSE:MSDL,13.66,18.17,15.19,15.01,8335287.01
NYSE:BP,32.72,48.27,42.88,44.26,391098334.39
NASDAQ:TFSL,12.535,19.49,17.21,18.44,23211621.70
NASDAQ:SPOK,9.95,18.79,11.33,11.1,1884678.45
NYSE:UAN,84.13,139.5,117.01,125.57,6922711.25
NASDAQ:PAA,15.685,25.03,23.26,24.2,75482352.51
NYSE:PFLT,6.83,10.6,7.4,7.15,7809406.43
NASDAQ:ADAM,6.445,9.915,9.79,9.44,9017459.04
NASDAQ:TASK,4.465,18.39,7.1,6.36,6847621.84
NASDAQ:CFFN,5.825,9.26,8.77,9.1,8836466.34
NYSE:HTGC,13.7001,19.67,17.17,16.81,29699459.30
NYSE:TWO,8.78,14.17,12.03,12.05,55795720.05
NYSE:LADR,9.38,11.92,9.63,9.66,14533864.86
NYSE:DHT,10.695,20.55,18.33,18.53,54700910.52
NYSE:BXSL,22.47,30.69,24.31,23.55,41172114.20
NYSE:WFG,57.34,76.99,71.24,66.45,17052740.85
NYSE:GSBD,8.355,11.62,9.75,8.82,10057144.33
NYSE:BXP,49.72,79.33,67.9,70.41,116075839.40
NYSE:AMBP,3.29,5.4299,4.97,4.8,13873231.85
NYSE:BRSP,4.85,6.165,4.9,5.13,8792620.33
NASDAQ:STNE,9.4525,19.95,10.37,11.35,33663676.92
NYSE:MNR,10.46,15.0196,13.18,13.52,3024985.37
NYSE:SCM,6.83,15.04,8.47,7.78,2142442.09
NYSE:TK,7.34,14.38,11.18,11.79,5537360.58
