Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.7775130867958069	12.26				0	0	-2.6472	46.00
NYSE:DD	0.7685813307762146	153.50	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	169.88
NYSE:AIV	0.7408657670021057	2.79	2026-06-04	0	GTC: delete	-3.421487388740653	-1.5596070191350127	3.8145	7.00
NASDAQ:VISN	0.7163501977920532	12.02	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:SITC	0.7032438516616821	3.15	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:AD	0.5810378789901733	37.51	2026-06-11	0	GTC: delete	0	0	7.8425	46.34
NASDAQ:IEP	0.3707191050052643	7.75	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:SAR	0.17293190956115723	20.10	2026-09-03	0.75		87.15039093569693	2971.4163297290775	1.0420	21.20
NYSE:ARR	0.07240156829357147	17.16	2026-08-17	0.72		-59.63968809258714	-59.21195285956154	3.0443	18.38
NYSE:FRO	0.06364244967699051	42.22	2026-06-12	0.7825		42.800629531714705	65.39968954894245	4.0648	44.25
NYSE:ZIM	0.05494638532400131	28.76				81.42184465805978	185.09670482184475	0.8123	24.95
NASDAQ:DMLP	0.04706748202443123	28.49	2026-08-03	0.7985	Withholding Tax: 10%	0	0	1.1599	
NASDAQ:REFI	0.046944573521614075	10.52	2026-06-30	0.47		0	0	0.8560	16.38
NASDAQ:TRIN	0.04467654973268509	18.58	2026-08-14	0.51		0	0	1.1894	18.50
NYSE:PNNT	0.03470839932560921	3.84	2026-08-14	0.24	GTC: $7.67	0	0	0.0867	4.75
NASDAQ:SIGA	0.01991548389196396	3.06				0	0	-0.2118	17.53
NYSE:UAN	0.013318263925611973	125.40	2026-08-10	3.6175	Withholding Tax: 10%	237.43076815238234	318.92483259087874	15.1589	9.50
NASDAQ:OXSQ	0.010710050351917744	1.53	2026-08-17	0.105		0	0	-0.3762	1.75
NASDAQ:ARCC	0.009683256968855858	20.46	2026-09-15	0.48		19.41284955621241	20.624681882083298	1.3370	20.62
NYSE:ECO	-0.0068982262164354324	60.20	2026-08-14	0		0	0	4.4008	75.00
NYSE:BBDC	-0.02867366001009941	9.39	2026-09-02	0.26		0	0	0.6569	9.88
NASDAQ:CGBD	-0.04489999637007713	11.47	2026-09-30	0.4		0	0	0.5388	12.29
NYSE:FSK	-0.06530331075191498	12.51	2026-09-16	0.64		0	0	-1.2340	11.90
NYSE:BWMX	-0.06671769171953201	16.49	2026-08-06	2.69		42.24435627654052	48.74115301846698	1.7140	29.82
NYSE:BNL	-0.0668325200676918	21.50	2026-09-30	0.29125		0	0	0.5092	23.40
NASDAQ:TASK	-0.08312156796455383	7.38				0	0	2.3302	8.50
NYSE:RWT	-0.08376412838697433	4.82	2026-06-23	0.18		0	0	0.0742	5.91
NYSE:PMT	-0.08670695126056671	9.56	2026-07-09	0.4		0	0	1.9068	11.46
NYSE:PSBD	-0.09033092856407166	10.43	2026-09-25	0		0	0	-1.2785	11.08
NASDAQ:ADAM	-0.09184416383504868	10.16	2026-09-22	0.24		-106.70727354683031	-103.61037386134329	2.1181	11.96
NASDAQ:SPOK	-0.09255723655223846	11.05	2026-08-19	0.3125		20.15463704266552	21.91265420521536	0.7909	14.00
NYSE:EFC	-0.10159033536911011	13.80	2026-08-31	0.39		0	0	1.2689	14.79
NASDAQ:GBDC	-0.10317612439393997	13.39	2026-09-14	0.36		0	0	0.4421	13.62
NYSE:NAT	-0.10606919974088669	6.72	2026-06-10	0.155		9.201294681240832	11.79185160759851	0.2565	6.00
NASDAQ:FIBK	-0.1064215749502182	39.21	2026-08-04	0.47		0	0	3.4028	37.50
NYSE:WU	-0.11119309067726135	7.39	2026-09-16	0.235		0	0	1.0219	7.09
NYSE:BWLP	-0.1117885559797287	22.46	2026-06-12	0.465		75.70195038031025	101.9144757929554	2.3878	
NYSE:BRSP	-0.11519204825162888	5.03	2026-06-30	0.16		-8.68046559353833	-6.050312820207473	-0.2123	6.34
