Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:VISN	0.7899615168571472	12.49			GTC: delete	45.07271971046537	66.38008812799421	0.0027	17.33
NYSE:DD	0.7777212262153625	145.84	2026-08-31	0.915		137.17352610039794	204.39316382012635	-0.2148	169.50
NYSE:SITC	0.776973307132721	4.55	2026-08-03	0	GTC: delete	24.339398810174163	50.755661525081806	3.3485	5.00
NASDAQ:TASK	0.7760688066482544	6.36				52.50573456323696	81.22927819133558	2.8857	9.50
NYSE:NLOP	0.7758594155311584	12.49				47.83035208748782	67.85003049770046	-8.1514	46.00
NYSE:AD	0.775516927242279	36.59	2026-06-11	0	GTC: delete	20.004004192727344	54.88748661736321	8.4279	46.34
NYSE:PNNT	0.7752581834793091	3.54	2026-07-15	0.24		-12282.590108098451	-12274.735779058676	0.2115	4.75
NYSE:AIV	0.7731237411499023	2.83	2026-06-04	0		-5.676103795673575	-3.8661382329739444	3.8511	7.00
NYSE:ELME	0.7698202133178711	1.70				0	0	-1.7349	18.00
NASDAQ:TCPC	0.7492645382881165	3.45	2026-06-16	0.23		19.87629330517336	19.577265339828987	-1.5033	4.17
NYSE:SAR	0.73970627784729	19.95	2026-08-05	0.75		85.73869877567593	2915.3959670330632	1.0274	21.20
NASDAQ:TRIN	0.7019430994987488	18.44	2026-08-14	0.51	Buy 609 at $17.71 ~= $10,785	6.055717994517742	8.722543415931922	1.7137	18.03
NYSE:KREF	0.6991685032844543	7.35	2026-06-30	0.2125		-64.2770862187158	-61.55136535020199	-2.8765	7.17
NYSE:MFA	0.6969375014305115	9.61	2026-06-30	0.36	Buy 1168 at $9.23 ~= $10,781	-69.03773834934718	-68.89352441595932	1.3251	14.08
NASDAQ:REFI	0.6933252811431885	10.35	2026-06-30	0.47		12.006459623259515	30.457408017180377	1.2136	16.38
NYSE:TU	0.6886588931083679	10.47	2026-06-10	0.41725		0.20134410795265273	10.668909069852239	0.4302	16.67
NASDAQ:SPOK	0.682779848575592	11.37	2026-08-19	0.3125		20.044759159683803	21.79489286869217	0.7909	14.00
NYSE:CIM	0.6731634140014648	13.18	2026-06-30	0.39		-21.698218488597604	-16.304879512857646	0.2306	14.83
NYSE:MNR	0.6726076006889343	14.20	2026-05-21	0.455	Withholding Tax: 10%	20.747854126199066	41.53862643794424	1.4091	18.00
NASDAQ:XRX	0.6659837961196899	3.65	2026-06-30	0	Buy 2252 at $3.51 ~= $7,905	-39.970614107848306	9.012732274980642	-7.0729	2.75
NASDAQ:DMLP	0.6651901602745056	28.71	2026-08-03	0.63525	Withholding Tax: 10%	49.26967544718427	64.3285469944837	1.4267	
NYSE:TWO	0.6570369601249695	12.59	2026-07-31	0.34		-13.242966008529157	-13.361521502337837	-0.2062	11.90
NYSE:ORC	0.6543890833854675	6.79	2026-07-31	0.345		0	0	1.2193	7.50
NYSE:NAT	0.6502424478530884	6.99	2026-06-10	0.155		8.998011031287838	11.576825896903141	0.2565	6.00
NYSE:BIP	0.6445549130439758	43.89	2026-08-31	0.215		-128.86982711293604	-39.102567193148154	0.8850	44.64
NASDAQ:OXSQ	0.6430326104164124	1.63	2026-08-17	0.105		0	0	-0.3857	1.75
NYSE:LDI	0.6424129009246826	1.06				-26.324714428307022	-24.460253592294578	-0.3377	1.38
NYSE:FSK	0.6416710019111633	11.04	2026-06-17	0.5925		52.077532576860094	47.58546560534275	-1.9638	11.50
NASDAQ:NMFC	0.6415066719055176	7.26	2026-06-16	0.32		174.4123413557391	193.7213243853306	-0.6125	8.54
NYSE:CHCT	0.6343134045600891	19.28	2026-05-11	0.47625		9.835588490439855	24.426288546314638	0.2121	19.25
NYSE:SCM	0.6314568519592285	7.79	2026-08-31	0.385		28.910496507519625	10472424.424418444	0.8190	10.25
NYSE:ARR	0.6312868595123291	17.14	2026-08-17	0.72		-60.381014233657815	-59.956264092039156	3.0443	18.38
NYSE:ASR	0.6269437670707703	291.00	2026-05-27	2.5	ADR	-565.4093921247154	887.3164856357279	191.1681	351.20
NASDAQ:RWAY	0.625159740447998	5.77	2026-05-18	0.33		6.149715739963668	4.357043412772212	-0.0620	8.29
NYSE:GNL	0.6227771043777466	9.11	2026-07-13	0.19		6.505530491943611	18.264869857902664	-0.1950	10.17
NASDAQ:MFIC	0.6200027465820312	10.13	2026-06-09	0.3625		49.10067287006656	49.030440336196044	0.0725	11.06
NYSE:TDS	0.6121899485588074	34.83	2026-06-16	0.04		100.13666109969147	44.71267901902752	1.2436	50.50
NYSE:KRP	0.6103107929229736	15.53	2026-05-19	0.3775		24.25310481132905	35.76783019023646	0.7543	19.00
NYSE:BGS	0.6098653078079224	3.73	2026-06-30	0.19		-9.058033688330351	7.717456813953021	-0.9442	4.80
NASDAQ:ARCC	0.6098103523254395	19.57	2026-09-15	0.48		18.16396370159005	19.367596312530974	1.3370	20.65
NYSE:MSDL	0.6050699353218079	15.47	2026-06-30	0.4875		50.31910106534301	69.43021906011197	1.0371	15.68
NASDAQ:CMCSA	0.6005632281303406	25.02	2026-10-07	0.33		96.03204944486933	164.92631425225727	3.1646	30.09
NASDAQ:CGBD	0.5981893539428711	10.72	2026-06-30	0.4		85.17520087891755	85.65347061573834	0.7439	12.29
NYSE:DOC	0.5966178178787231	22.97	2026-08-17	0.305		18.028374687466393	33.73729035385445	0.3222	22.39
NYSE:CNA	0.5895857214927673	55.18	2026-05-18	0.465		152.82283957736612	157.62229649718097	4.9052	45.00
NYSE:DHT	0.581042468547821	19.65	2026-05-21	0.3675		32.751403691425985	43.957692340323405	2.0584	20.20
NYSE:BBDC	0.5808082818984985	8.61	2026-06-03	0.26		34.925767839035075	39.81525936756021	0.8532	9.62
NASDAQ:AGNC	0.5804516673088074	11.15	2026-07-31	0.36		0	0	1.9087	11.06
