Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:VISN	0.9817694425582886	12.32	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:AIV	0.9756757616996765	2.85	2026-06-04	0	GTC: delete	-3.449184073057271	-1.5944798889286673	3.8145	7.00
NYSE:DD	0.8066129088401794	147.84	2026-08-31	0.7575	GTC: delete	0	0	-0.6518	170.00
NYSE:SITC	0.8030598759651184	3.23	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:AD	0.645658016204834	37.47	2026-06-11	2.75	GTC: delete	0	0	7.8425	43.33
AMEX:SDEV	0.513200581073761	1.33			Buy 8237 at $1.29 ~= $10,626	0.35075926675983427	0.3610250946913873	10.3248	
NYSE:NLOP	0.44307824969291687	11.98				0	0	-2.6472	46.00
NASDAQ:CATY	0.4199877977371216	64.74	2026-08-28	0.37		0	0	5.2052	65.80
NASDAQ:IEP	0.33338236808776855	6.99	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:ZIM	0.31270432472229004	29.22				0	0	0.6231	25.05
NYSE:TK	0.27199453115463257	14.02	2026-05-26	0		0	0	3.2790	5.00
NYSE:ORC	0.24076564610004425	6.91	2026-08-31	0.345		0	0	1.2310	7.50
NYSE:DHT	0.21326513588428497	21.06	2026-08-17	0.6125		0	0	1.7080	20.52
NYSE:PMT	0.20800025761127472	9.63	2026-07-09	0.4		0	0	1.9068	11.29
NASDAQ:HAFC	0.1582515686750412	32.06	2026-08-03	0.275		0	0	3.0140	34.25
NASDAQ:NECB	0.15489187836647034	27.12	2026-07-07	0.2125		0	0	3.0817	29.75
NASDAQ:AMSF	0.13790541887283325	26.55	2026-09-11	0.4		0	0	2.5346	35.67
NASDAQ:CMCSA	0.11842314898967743	27.47	2026-10-07	0.33		98.75754425508526	167.53466086409586	3.1646	30.08
NYSE:FRO	0.11269180476665497	45.84	2026-06-12	0.7825		45.07996777087786	67.44674175418176	4.0648	44.25
NASDAQ:MSBI	0.10605014860630035	34.06	2026-08-14	0.32		0	0	2.0730	33.25
NYSE:DX	0.10349568724632263	13.43	2026-08-21	0.51		0	0	1.7576	14.75
NASDAQ:TRIN	0.10173638164997101	18.81	2026-09-10	0.51		0	0	1.2530	18.50
NASDAQ:SIGA	0.0891648679971695	3.14				0	0	-0.2118	17.53
NASDAQ:TFSL	0.08605457097291946	18.04	2026-06-10	0.2825		0	0	0.3639	19.00
NASDAQ:BFST	0.08118440955877304	32.13	2026-08-14	0.15		0	0	2.8557	34.70
NYSE:ECO	0.08112211525440216	67.41	2026-08-14	0		0	0	4.4008	75.00
NYSE:MNR	0.0691973939538002	13.07	2026-08-17	0.45	Withholding Tax: 10%	0	0	0.8708	17.57
NYSE:SAR	0.06894674897193909	19.12	2026-09-03	0.75		85.88937365700875	2953.143659015529	1.0420	21.20
NYSE:IVR	0.06357675045728683	7.73	2026-08-25	0.355		0	0	0.8310	8.17
NASDAQ:GLPI	0.06350439041852951	44.61	2026-06-12	0.79		0	0	3.3299	53.52
NASDAQ:HTO	0.05508565530180931	65.51	2026-08-10	0.43		0	0	2.5552	67.14
