ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:AIV,2.59,8.03,2.62,2.64,2127448.99
NYSE:NLOP,10.945,30.365,11.61,11.59,1053815.24
NASDAQ:VISN,9.47,20.55,11.21,11.53,95225860.68
NYSE:SITC,2.89,12.39,3.07,2.96,2376596.89
NYSE:DD,33.335,149.42,138.33,146.26,167479933.71
NYSE:AD,33.71,60.82,35.66,35.98,5533063.21
NASDAQ:IEP,6.51,9.32,6.79,7.42,13892488.73
NYSE:ZIM,12.33,29.97,28.25,28.14,79392480.11
NYSE:SAR,17.34,25.64,18.43,18.9,2093442.62
NASDAQ:SIGA,2.83,9.45,3.04,3.0,2187069.97
NYSE:BGS,3.32,6.3799,3.46,3.62,8815114.45
NASDAQ:TRIN,14.13,18.565,18.35,18.14,15932575.87
NYSE:ARR,13.98,19.31,16.34,16.74,59551964.51
NASDAQ:AMSF,25.65,47.86,26.01,27.65,14874349.15
NYSE:BBDC,7.9601,9.92,9.34,9.31,8070777.29
NYSE:PMT,9.045,13.81,9.35,9.45,11967403.31
NYSE:TK,7.57,14.38,13.24,12.47,6758653.89
NYSE:BSM,11.78,15.49,14.89,14.36,5157672.47
NYSE:BXMT,13.73,20.665,14.27,14.48,30071345.70
NYSE:BWMX,12.335,19.79,16.05,16.45,1244632.93
NYSE:DHT,10.83,20.62,19.82,19.52,66184526.41
NASDAQ:OXSQ,1.05,2.26,1.41,1.46,2878553.76
NYSE:ECO,26.09,66.25,64.71,60.29,35642365.41
NYSE:TSLX,16.04,24.79,18.79,18.77,8670412.41
NYSE:GSBD,8.355,11.53,9.84,9.85,9679684.45
NASDAQ:CMCSA,21.28,34.45,26.85,26.18,542001217.42
NYSE:FSK,9.72,18.25,11.91,12.36,21228215.70
NASDAQ:REFI,9.69,14.57,10.78,10.15,2013618.26
NYSE:BRSP,4.795,6.165,4.91,5.0,4890631.13
NYSE:PNNT,3.19,7.29,3.73,3.72,2047310.85
NASDAQ:NWBI,11.25,16.16,15.42,15.75,11084519.54
NASDAQ:PLTK,2.09,4.42,2.37,2.51,5523600.37
NYSE:CAPL,19.67,24.6299,23.84,23.6,1681054.05
NASDAQ:PAA,15.685,25.03,24.61,23.9,57367083.53
NASDAQ:DMLP,20.85,29.15,29.02,27.71,4614732.89
NYSE:TWO,8.78,14.17,12.05,12.04,33550502.41
NASDAQ:KRNY,6.0,9.965,9.73,9.62,7461984.08
NASDAQ:FIBK,29.1,40.6,37.49,39.17,34219830.46
NYSE:TDS,31.51,49.12,33.6,35.21,31427084.99
NYSE:CIM,11.46,14.88,11.52,11.8,8056250.75
NASDAQ:ADAM,6.445,10.36,9.94,10.12,9069214.11
NYSE:BDN,2.47,4.625,3.03,3.09,4039495.83
NASDAQ:CSWC,19.37,25.37,24.96,24.88,14317060.62
NYSE:IVR,7.1,9.5,7.52,7.48,15664372.21
NYSE:HTGC,13.7001,19.62,17.13,16.7,29224133.61
NYSE:WU,6.27,10.3507,7.3,7.45,57953810.08
NYSE:SSTK,5.1721,29.5,5.32,5.69,5113742.55
NYSE:F,11.11,17.78,14.41,14.37,534624048.45
NYSE:IIPR,44.58,65.38,56.71,55.99,15247588.28
NASDAQ:CFFN,5.968999999999999,9.26,8.53,8.73,6720742.53
NYSE:ARI,6.43,11.24,6.93,6.83,25400145.50
NASDAQ:GBDC,11.77,14.925,13.2,13.26,13950445.50
NYSE:MSDL,13.66,18.17,15.36,15.46,6255554.62
NASDAQ:FSBC,30.45,50.26,45.15,46.75,7966005.32
NYSE:BRSL,9.9,18.565,12.1,11.79,23642761.16
NYSE:NAT,2.9,7.195,6.97,6.71,16485064.84
NYSE:RWT,4.19,6.97,4.8,4.81,6290303.28
NASDAQ:TASK,4.465,18.39,8.0,7.5,4182791.34
NASDAQ:MFIC,9.28,13.34,9.76,9.75,5463786.94
NYSE:AB,34.92,44.1099,36.26,36.65,10599322.82
NYSE:KREF,5.25,9.982999999999999,7.58,7.62,5254696.04
NYSE:GRNT,4.18,6.145,5.11,5.11,3955450.89
NYSE:MNR,10.46,15.0196,12.71,13.01,4988750.30
NYSE:CION,5.83,10.93,7.33,7.43,3723097.15
NYSE:AAT,17.72,25.97,22.83,22.77,7761553.91
NYSE:NWG,13.56,19.42,18.62,19.1,46479286.60
