Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.8289616107940674	12.31				0	0	-2.6472	46.00
NYSE:DD	0.7464677691459656	153.27	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	169.88
NYSE:AIV	0.7388007640838623	2.79	2026-06-04	0	GTC: delete	-3.421487388740653	-1.5596070191350127	3.8145	7.00
NASDAQ:VISN	0.7346644401550293	12.04	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:SITC	0.6803953647613525	3.15	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:AD	0.6083497405052185	37.55	2026-06-11	0	GTC: delete	0	0	7.8425	46.34
NASDAQ:IEP	0.43051332235336304	7.79	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:SAR	0.1624884009361267	20.09	2026-09-03	0.75		87.15039093569693	2971.4163297290775	1.0420	21.20
NYSE:ARR	0.14574845135211945	17.20	2026-08-17	0.72		-59.63968809258714	-59.21195285956154	3.0443	18.38
NYSE:UAN	0.07584358006715775	125.63	2026-08-10	3.6175	Withholding Tax: 10%	237.43076815238234	318.92483259087874	15.1589	9.50
NASDAQ:REFI	0.06955160200595856	10.53	2026-06-30	0.47		0	0	0.8560	16.38
NASDAQ:ARCC	0.06349238753318787	20.49	2026-09-15	0.48		19.41284955621241	20.624681882083298	1.3370	20.62
NASDAQ:SIGA	0.06159346550703049	3.06				0	0	-0.2118	17.53
NASDAQ:TRIN	0.05545305460691452	18.58	2026-08-14	0.51		0	0	1.1894	18.50
NASDAQ:OXSQ	0.03023720160126686	1.53	2026-08-17	0.105		0	0	-0.3762	1.75
NYSE:PNNT	0.02931896597146988	3.84	2026-08-14	0.24	GTC: $7.67; exDate: 2026-08-14 amount: 0.80	0	0	0.0867	4.75
NYSE:FRO	0.02675674855709076	42.18	2026-06-12	0.7825		42.800629531714705	65.39968954894245	4.0648	44.25
NYSE:ECO	0.0156718622893095	61.60	2026-08-14	0		0	0	4.4008	75.00
NASDAQ:DMLP	0.012887931428849697	28.46	2026-08-03	0.698	Withholding Tax: 10%	0	0	1.1599	
NYSE:BBDC	0.0002603225875645876	9.56	2026-09-02	0.21		0	0	0.6569	9.88
NYSE:WU	-0.02493535727262497	7.40	2026-09-16	0.235		0	0	1.0219	7.09
NYSE:ZIM	-0.02584405243396759	27.52				81.44184465805978	185.11670482184476	0.8123	24.95
NYSE:BNL	-0.03313317522406578	21.52	2026-09-30	0.29125		0	0	0.5092	23.40
NYSE:NAT	-0.033646564930677414	6.73	2026-06-10	0.155		9.201294681240832	11.79185160759851	0.2565	6.00
NASDAQ:SPOK	-0.034604206681251526	11.07	2026-08-19	0.3125		20.15463704266552	21.91265420521536	0.7909	14.00
NYSE:BWMX	-0.035307832062244415	16.51	2026-08-06	2.69		42.24435627654052	48.74115301846698	1.7140	29.80
NASDAQ:CGBD	-0.04476029425859451	11.47	2026-09-30	0.4		0	0	0.5388	12.29
NYSE:PMT	-0.04713071510195732	9.57	2026-07-09	0.4		0	0	1.9068	11.46
NYSE:FSK	-0.04887871444225311	12.52	2026-09-16	0.64		0	0	-1.2340	11.90
NYSE:RWT	-0.059524908661842346	4.82	2026-06-23	0.18		0	0	0.0742	5.91
NYSE:KREF	-0.06115845963358879	7.69	2026-06-30	0.2125		-63.523089786834795	-60.773083850487325	-2.8765	7.75
NASDAQ:PAA	-0.08641878515481949	23.73	2026-07-31	0.40825	Withholding Tax: 10%	0	0	1.3252	24.47
NASDAQ:FIBK	-0.08650607615709305	39.23	2026-08-04	0.47		0	0	3.4028	37.50
NYSE:MSDL	-0.08769327402114868	15.59	2026-09-30	0.475		0	0	0.6161	15.71
NASDAQ:TASK	-0.09574480354785919	7.38				0	0	2.3302	8.50
NASDAQ:GBDC	-0.09684117138385773	13.39	2026-09-14	0.36		0	0	0.4421	13.62
NYSE:BXSL	-0.09833480417728424	24.98	2026-09-30	0.77		0	0	1.2184	24.66
NYSE:GSBD	-0.10693720728158951	9.94	2026-08-31	0.32		0	0	0.3091	8.94
NYSE:TK	-0.11906709522008896	12.26	2026-05-26	0		0	0	3.2790	5.00
