Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.8073758482933044	12.15				0	0	-2.6472	46.00
NYSE:AIV	0.7998378276824951	2.78	2026-06-04	0	GTC: delete	-3.4429747184287813	-1.5918207453238429	3.8145	7.00
NASDAQ:VISN	0.7914704084396362	12.01	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:SITC	0.7417523264884949	3.21	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:DD	0.7194936871528625	146.95	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	170.00
NYSE:AD	0.6616628766059875	37.58	2026-06-11	2.75	GTC: delete	0	0	7.8425	46.33
NASDAQ:IEP	0.4005689024925232	7.09	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:ZIM	0.19900351762771606	28.09				0	0	0.6231	24.30
NYSE:SAR	0.1617974042892456	19.17	2026-09-03	0.75		85.8673196308223	2944.6878324678214	1.0420	21.20
NASDAQ:SIGA	0.10526871681213379	3.18				0	0	-0.2118	17.53
NASDAQ:TRIN	0.07920517027378082	18.58	2026-09-10	0.51		0	0	1.2530	18.50
NYSE:BGS	0.06326927989721298	3.65	2026-09-30	0.16625		0	0	-0.8227	4.20
NYSE:TK	0.02574692666530609	13.45	2026-05-26	0		0	0	3.2790	5.00
NYSE:ARR	0.0116339772939682	16.79	2026-08-17	0.72		-60.743626188374044	-60.3212360901033	3.0443	18.38
NYSE:BBDC	-0.019220270216464996	9.52	2026-09-02	0.26		0	0	0.6569	9.96
NYSE:DHT	-0.021665552631020546	19.64	2026-08-17	0.6125		0	0	1.7080	20.52
NASDAQ:NWBI	-0.03105022758245468	15.45	2026-08-06	0.2		0	0	1.0448	16.57
NYSE:BXMT	-0.031074658036231995	14.50	2026-06-30	0.47		-56.58480044958289	-57.463237462151994	0.0916	18.86
NASDAQ:CMCSA	-0.03180326521396637	26.51	2026-10-07	0.33		98.007482122438	166.43560848191137	3.1646	30.08
NASDAQ:AMSF	-0.03391262888908386	26.44	2026-09-11	0.4		0	0	2.5118	35.67
NYSE:PMT	-0.03516561537981033	9.64	2026-07-09	0.4		0	0	1.9068	11.46
NASDAQ:OXSQ	-0.038363777101039886	1.43	2026-09-16	0.105		0	0	-0.3762	1.75
NYSE:GSBD	-0.04549022018909454	9.90	2026-08-31	0.32		0	0	0.3091	8.94
NYSE:ECO	-0.0490126833319664	63.82	2026-08-14	0		0	0	4.4008	75.00
NASDAQ:PLTK	-0.06064911186695099	2.27				0	0	-0.8592	4.90
NYSE:PNNT	-0.06361561268568039	3.71	2026-08-14	0.2		0	0	0.0867	4.75
NASDAQ:REFI	-0.07703942060470581	10.52	2026-06-30	0.47		0	0	0.8560	15.12
NYSE:TSLX	-0.0773334950208664	18.67	2026-09-15	0.4725		0	0	0.5108	19.68
NYSE:TWO	-0.07817110419273376	12.15	2026-07-31	0.34		-13.526813378301208	-13.644996809583702	-0.2062	11.90
NYSE:BWMX	-0.07878370583057404	16.23	2026-08-06	2.69		41.20330805884861	47.610428892646745	1.7140	29.53
NASDAQ:DMLP	-0.07974228262901306	28.34	2026-08-03	0.7985	Withholding Tax: 10%	0	0	1.1599	
NYSE:BRSP	-0.09032091498374939	4.93	2026-06-30	0.16		-8.843651738024608	-6.234188082346347	-0.2123	6.34
NASDAQ:KRNY	-0.09526877850294113	9.70	2026-08-12	0.11		0	0	0.5762	10.50
NASDAQ:FIBK	-0.09699956327676773	38.15	2026-08-04	0.47		0	0	3.4028	37.50
NYSE:IIPR	-0.09749219566583633	56.02	2026-06-30	1.9		0	0	3.4077	63.25
NYSE:CIM	-0.1074758917093277	11.80	2026-06-30	0.41		0	0	-0.1930	14.50
NYSE:BSM	-0.11325633525848389	14.66	2026-08-06	0.305	Withholding Tax: 10%	0	0	0.8340	16.00
NYSE:NWG	-0.11632449924945831	18.62	2026-08-14	0.0875	ADR	0	0	1.4404	21.54
NASDAQ:PAA	-0.11651965975761414	24.06	2026-07-31	0.40825	Withholding Tax: 10%	0	0	1.3252	24.82
NYSE:WU	-0.11779861152172089	7.26	2026-09-16	0.235		0	0	1.0219	7.09
NYSE:SSTK	-0.11791594326496124	5.44	2026-06-04	0.345		18.35781350718713	12.18028108143697	-5.5792	28.85
NYSE:F	-0.12359049171209335	14.21	2026-08-11	0.15		-19.37481357870485	1.021692830239254	-1.8883	15.78
NYSE:AAT	-0.12603694200515747	22.86	2026-09-03	0.34		0	0	0.3331	23.50
NASDAQ:MFIC	-0.12657110393047333	9.79	2026-09-08	0.345		0	0	-0.1475	10.50
NYSE:IVR	-0.12784014642238617	7.60	2026-07-27	0.355		0	0	0.7905	8.33
NYSE:CAPL	-0.12999781966209412	23.78	2026-08-03	0.525	Withholding Tax: 10%	0	0	0.8313	20.00
NYSE:FSK	-0.13169097900390625	12.03	2026-09-16	0.5075		0	0	-1.2340	11.90
NYSE:HTGC	-0.13337399065494537	16.88	2026-08-11	0.4		49.610569981828164	52.13986707229171	1.3518	19.17
NASDAQ:FSBC	-0.13998739421367645	45.64	2026-08-03	0.2375		-112.39653890490943	-111.01623013294835	2.9347	52.00
NASDAQ:CATY	-0.14075247943401337	63.03	2026-08-28	0.37		0	0	5.2052	65.80
NYSE:GRNT	-0.14282800257205963	5.23	2026-08-28	0.11		0	0	-0.4365	7.60
NYSE:SXC	-0.1439228355884552	9.30	2026-08-17	0.12		19.229422230015885	11.708775893252659	-0.6445	9.50
NYSE:AB	-0.14659088850021362	36.53	2026-08-12	0.8675	Withholding Tax: 10%	0	0	3.3576	39.29
NYSE:NAT	-0.14668963849544525	7.01	2026-06-10	0.155		9.469546764059338	12.0390470445892	0.2565	6.00
