Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:AIV	0.8091920614242554	2.78	2026-06-04	0	GTC: delete	-3.4429747184287813	-1.5918207453238429	3.8145	7.00
NYSE:NLOP	0.807146430015564	12.15				0	0	-2.6472	46.00
NASDAQ:VISN	0.798548698425293	12.02	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:SITC	0.7616517543792725	3.22	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:DD	0.7437167167663574	147.17	2026-08-31	0.7575	GTC: delete	0	0	-0.6516	170.00
NYSE:AD	0.6688581109046936	37.59	2026-06-11	2.75	GTC: delete	0	0	7.8425	46.33
NASDAQ:IEP	0.38752245903015137	7.09	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:ZIM	0.13194206357002258	28.03				0	0	0.6231	24.30
NYSE:SAR	0.10197728872299194	19.14	2026-09-03	0.75		85.8673196308223	2944.6878324678214	1.0420	21.20
NASDAQ:SIGA	0.05839888006448746	3.17				0	0	-0.2118	17.53
NYSE:BGS	0.046674665063619614	3.65	2026-09-30	0.16625		0	0	-0.8227	4.20
NASDAQ:TRIN	0.030157508328557014	18.55	2026-09-10	0.51		0	0	1.2530	18.50
NYSE:ARR	-0.010439188219606876	16.60	2026-08-17	0.72		-60.743626188374044	-60.3212360901033	3.0443	18.38
NASDAQ:AMSF	-0.04071924835443497	26.44	2026-09-11	0.4		0	0	2.5118	35.67
NYSE:BBDC	-0.04658475145697594	9.51	2026-09-02	0.26		0	0	0.6569	9.96
NYSE:PMT	-0.04798578843474388	9.64	2026-07-09	0.4		0	0	1.9068	11.46
NYSE:TK	-0.05024963617324829	13.14	2026-05-26	0		0	0	3.2790	5.00
NYSE:BSM	-0.07408161461353302	14.68	2026-08-06	0.305	Withholding Tax: 10%	0	0	0.8340	16.00
NYSE:BXMT	-0.07485740631818771	14.48	2026-06-30	0.47		-56.58480044958289	-57.463237462151994	0.0916	18.86
NYSE:BWMX	-0.07492423057556152	16.23	2026-08-06	2.69		41.20330805884861	47.610428892646745	1.7140	29.53
NYSE:DHT	-0.08027847111225128	19.60	2026-08-17	0.6125		0	0	1.7080	20.52
NASDAQ:OXSQ	-0.09190759062767029	1.43	2026-09-16	0.105		0	0	-0.3762	1.75
NYSE:ECO	-0.09325390309095383	63.74	2026-08-14	0		0	0	4.4008	75.00
NYSE:TSLX	-0.10004809498786926	18.66	2026-09-15	0.4725		0	0	0.5108	19.68
NYSE:GSBD	-0.10280579328536987	9.89	2026-08-31	0.32		0	0	0.3091	8.94
NASDAQ:CMCSA	-0.10674308985471725	26.45	2026-10-07	0.33		98.007482122438	166.43560848191137	3.1646	30.08
NYSE:FSK	-0.10769372433423996	12.04	2026-09-16	0.5075		0	0	-1.2340	11.90
NASDAQ:REFI	-0.10908692330121994	10.51	2026-06-30	0.47		0	0	0.8560	15.12
NYSE:BRSP	-0.11347969621419907	4.93	2026-06-30	0.16		-8.843651738024608	-6.234188082346347	-0.2123	6.34
NYSE:PNNT	-0.11454447358846664	3.70	2026-08-14	0.2		0	0	0.0867	4.75
NASDAQ:NWBI	-0.11551564186811447	15.42	2026-08-06	0.2		0	0	1.0448	16.57
NASDAQ:PLTK	-0.11561327427625656	2.27				0	0	-0.8592	4.90
NYSE:CAPL	-0.11908376216888428	23.79	2026-08-03	0.525	Withholding Tax: 10%	0	0	0.8313	20.00
NASDAQ:PAA	-0.12288576364517212	24.06	2026-07-31	0.40825	Withholding Tax: 10%	0	0	1.3252	24.82
NASDAQ:DMLP	-0.12547428905963898	28.30	2026-08-03	0.7985	Withholding Tax: 10%	0	0	1.1599	
NYSE:TWO	-0.13751670718193054	12.13	2026-07-31	0.34		-13.526813378301208	-13.644996809583702	-0.2062	11.90
NASDAQ:KRNY	-0.13774336874485016	9.68	2026-08-12	0.11		0	0	0.5762	10.50
NASDAQ:FIBK	-0.1378737986087799	38.10	2026-08-04	0.47		0	0	3.4028	37.50
NYSE:TDS	-0.14736288785934448	34.65	2026-06-16	0.04		0	0	1.1174	49.00
NYSE:CIM	-0.1496269553899765	11.78	2026-06-30	0.41		0	0	-0.1930	14.50
NASDAQ:ADAM	-0.14968600869178772	10.18	2026-09-22	0.24		-106.74829290518048	-103.67839511059616	2.1181	11.96
NYSE:BDN	-0.14992684125900269	3.03	2026-07-08	0.08		-8.442508708791859	1.5912129283212064	-0.8302	3.00
NASDAQ:CSWC	-0.15488030016422272	24.69	2026-09-15	0.58025		0	0	1.3493	25.30
NYSE:IVR	-0.15497493743896484	7.60	2026-07-27	0.355		0	0	0.7905	8.33
NYSE:HTGC	-0.16315878927707672	16.87	2026-08-11	0.4		49.610569981828164	52.13986707229171	1.3518	19.17
NYSE:WU	-0.16501539945602417	7.25	2026-09-16	0.235		0	0	1.0219	7.09
NYSE:SSTK	-0.16885890066623688	5.43	2026-06-04	0.345		18.35781350718713	12.18028108143697	-5.5792	28.85
NYSE:F	-0.17050540447235107	14.19	2026-08-11	0.15		-19.37481357870485	1.021692830239254	-1.8883	15.78
NYSE:IIPR	-0.17158856987953186	55.89	2026-06-30	1.9		0	0	3.4077	63.25
NASDAQ:CFFN	-0.17589318752288818	8.52	2026-08-07	0.085		0	0	0.6714	9.50
NYSE:ARI	-0.17609302699565887	6.93	2026-07-16	0.25		0	0	0.8284	8.00
NASDAQ:GBDC	-0.17681348323822021	13.20	2026-09-14	0.36		0	0	0.4421	13.62
NYSE:MSDL	-0.17776678502559662	15.47	2026-09-30	0.475		0	0	0.6161	15.71
NASDAQ:FSBC	-0.18169079720973969	45.58	2026-08-03	0.2375		-112.39653890490943	-111.01623013294835	2.9347	52.00
NYSE:BRSL	-0.18479865789413452	11.16	2026-08-18	0.22		0	0	1.1765	16.52
NYSE:NAT	-0.18883466720581055	7.00	2026-06-10	0.155		9.469546764059338	12.0390470445892	0.2565	6.00
NYSE:RWT	-0.18936683237552643	4.82	2026-06-23	0.18		0	0	0.0742	5.91
NASDAQ:TASK	-0.1902352273464203	7.45				0	0	2.3302	8.50
NASDAQ:MFIC	-0.19118072092533112	9.77	2026-09-08	0.345		0	0	-0.1475	10.50
NYSE:AB	-0.19201336801052094	36.48	2026-08-12	0.8675	Withholding Tax: 10%	0	0	3.3576	39.29
NYSE:KREF	-0.19248583912849426	7.46	2026-06-30	0.2125		-63.77898570729692	-61.072386261472154	-2.8765	7.75
NYSE:GRNT	-0.1940535008907318	5.22	2026-08-28	0.11		0	0	-0.4365	7.60
NYSE:MNR	-0.19673244655132294	12.72	2026-08-17	0.45	Withholding Tax: 10%	0	0	0.8708	17.71
NYSE:CION	-0.20130687952041626	7.37	2026-09-11	0.33		0	0	-0.5746	8.75
NYSE:AAT	-0.20584318041801453	22.81	2026-09-03	0.34		0	0	0.3331	23.50
NYSE:NWG	-0.20623032748699188	18.57	2026-08-14	0.0875	ADR	0	0	1.4404	21.54
NASDAQ:SEVN	-0.20973947644233704	7.66	2026-07-20	0.28		-2.4829037856961533	-3.1515489975048356	0.5183	9.55
