date,symbol,amount
2025-05-19,NYSE:PBI,0.07
2025-08-11,NYSE:PBI,0.08
2025-06-02,NASDAQ:IGIC,0.05
2025-08-29,NASDAQ:IGIC,0.05
2025-06-30,NASDAQ:LECO,0.75
2025-09-30,NASDAQ:LECO,0.75
2025-05-15,NYSE:SEM,0.0625
2025-08-13,NYSE:SEM,0.0625
2025-07-01,NYSE:HEI,0.12
2025-06-13,NASDAQ:FMNB,0.17
2025-09-12,NASDAQ:FMNB,0.17
2025-05-20,NYSE:LPX,0.28
2025-08-15,NYSE:LPX,0.28
2025-05-19,NASDAQ:KLAC,1.9
2025-08-18,NASDAQ:KLAC,1.9
2025-06-26,NYSE:BBW,0.22
2025-09-25,NYSE:BBW,0.22
2025-06-18,NYSE:GES,0.3
2025-09-10,NYSE:GES,0.225
2025-05-07,NASDAQ:UVSP,0.22
2025-08-06,NASDAQ:UVSP,0.22
2025-06-30,NASDAQ:FITB,0.37
2025-09-30,NASDAQ:FITB,0.4
2025-07-01,NYSE:HEI.A,0.12
2025-05-13,NYSE:FBK,0.19
2025-08-12,NYSE:FBK,0.19
2025-07-01,NASDAQ:WASH,0.56
2025-10-01,NASDAQ:WASH,0.56
2025-06-02,NASDAQ:MOFG,0.2425
2025-09-02,NASDAQ:MOFG,0.2425
